node,khop_count,khop_fraction
10549,99,0.009814612868047983
392,984,0.09755130365817388
12931,69,0.006840487756518291
586,1396,0.13839595518984832
22,1650,0.16357688113413305
14410,114,0.01130167542381283
9396,281,0.027857638544661445
5186,889,0.08813324080499653
354,666,0.06602557747595915
3223,678,0.06721522752057103
13830,208,0.02062060077327253
14837,110,0.010905125408942203
297,936,0.09279270347972637
14042,124,0.012293050460989392
24,1276,0.12649945474372956
6914,754,0.07474967780311292
2994,1026,0.10171507881431545
14629,187,0.018538713195201745
127,343,0.034004163775156145
6286,810,0.08030137801130167
431,603,0.0597799147417468
8898,303,0.030038663626449885
26,1217,0.12065034202438783
412,917,0.09090909090909091
382,726,0.07197382769901854
10952,203,0.020124913254684247
27,787,0.07802121542579558
11069,157,0.015564588083672053
3166,394,0.03906017646475662
8440,323,0.03202141370080301
5526,399,0.0395558639833449
13763,256,0.025379200951720037
28,1618,0.16040448101516805
5125,1007,0.09983146624367999
14617,80,0.007931000297412512
296,1193,0.11827104193516408
207,1070,0.10607712897789234
5964,1051,0.10419351640725687
29,1825,0.18092594428472292
203,1031,0.10221076633290374
13851,382,0.03787052642014474
381,728,0.07217210270645386
11927,119,0.01179736294240111
14720,136,0.01348270050560127
5809,1087,0.10776246654109249
30,868,0.08605135322692574
9066,141,0.013978388024189551
10025,31,0.003073262615247348
135,849,0.08416774065629028
31,867,0.08595221572320809
7613,1158,0.1148012293050461
13038,402,0.039853276494497866
8430,293,0.029047288589273322
32,1653,0.16387429364528602
9108,95,0.009418062853177357
2255,995,0.0986418161990681
107,1633,0.16189154357093288
5136,675,0.06691781500941807
256,971,0.09626251610984435
3750,1259,0.1248141171805294
367,825,0.08178844056706652
12623,81,0.008030137801130167
5839,1430,0.14176663031624864
650,943,0.09348666600574998
1612,1278,0.12669772975116486
3711,1339,0.1327451174779419
3196,611,0.060573014771488055
7873,792,0.07851690294438386
34,955,0.09467631605036185
35,1901,0.1884603945672648
10066,263,0.02607316347774363
13904,97,0.00961633786061267
5498,727,0.07207296520273619
7228,694,0.06880142758005353
36,914,0.09061167839793793
37,1382,0.13700803013780113
58,1348,0.1336373550114008
12968,77,0.007633587786259542
8929,174,0.01724992564687221
13653,209,0.020719738276990186
6711,435,0.04312481411718053
38,1441,0.14285714285714285
13424,214,0.021215425795578467
13547,99,0.009814612868047983
8923,109,0.010805987905224546
12004,93,0.009219787845742044
11526,182,0.018043025676613464
753,829,0.08218499058193715
5486,692,0.06860315257261822
2949,743,0.0736591652622187
132,1425,0.14127094279766036
39,1898,0.18816298205611182
645,602,0.05968077723802915
3053,1172,0.11618915435709329
388,1164,0.11539605432735203
155,1119,0.1109348666600575
3387,931,0.0922970159611381
40,1526,0.15128383067314366
12848,212,0.021017150788143153
9901,82,0.008129275304847824
2777,450,0.044611876672945375
96,1426,0.14137008030137801
10180,107,0.010607712897789234
3646,1477,0.14642609299097847
3484,922,0.09140477842767919
1448,838,0.08307722811539606
14260,182,0.018043025676613464
10683,316,0.03132745117477942
10957,169,0.01675423812828393
398,455,0.04510756419153366
7740,708,0.07018935263210073
4841,1249,0.12382274214335283
42,2165,0.21463269554872608
2576,1319,0.13076236740358876
269,574,0.05690492713393477
5615,797,0.07901259046297214
5585,591,0.05859026469713493
12368,243,0.024090413403390503
6585,872,0.08644790324179637
7904,423,0.04193516407256865
5409,1227,0.12164171706156439
13735,152,0.015068900565083771
43,959,0.09507286606523248
13767,34,0.0033706751264003174
1367,981,0.09725389114702092
9220,162,0.016060275602260334
7693,418,0.04143947655398037
2360,1069,0.10597799147417468
44,768,0.07613760285516011
10229,312,0.030930901159908795
7650,1109,0.10994349162288093
6468,1171,0.11609001685337564
90,1498,0.14850798056904926
2005,961,0.09527114107266779
14354,117,0.011599087934965797
4262,1118,0.11083572915633984
13088,117,0.011599087934965797
47,707,0.07009021512838307
11007,276,0.027361951026073163
10678,125,0.01239218796470705
48,1938,0.1921284822048181
6385,853,0.0845642906711609
59,1328,0.1316546049370477
5197,589,0.058391989689699615
8074,875,0.08674531575294935
161,525,0.0520471894517696
14693,170,0.016853375632001587
8962,154,0.015267175572519083
49,643,0.06374541489045306
7491,757,0.07504709031426589
1358,1038,0.10290472885892733
50,864,0.08565480321205513
7505,725,0.07187469019530088
8040,790,0.07831862793694855
8321,300,0.029741251115296918
3954,745,0.073857440269654
12079,211,0.0209180132844255
14934,106,0.010508575394071577
342,571,0.056607514622781796
2096,469,0.046495489243580844
10418,160,0.015862000594825024
4623,780,0.07732725289977198
5373,1184,0.11737880440170516
4370,677,0.06711609001685337
52,1180,0.11698225438683454
9993,149,0.014771488053930802
170,519,0.051452364429463666
1078,1656,0.16417170615643897
14133,219,0.02171111331416675
6745,702,0.06959452760979479
149,883,0.08753841578269059
337,449,0.04451273916922772
1133,889,0.08813324080499653
420,1130,0.11202537920095172
11475,65,0.006443937741647665
7843,605,0.05997818974918211
2182,721,0.07147814018043026
54,1706,0.1691285813423218
4609,1238,0.12273222960245861
9246,368,0.03648260136809755
9477,295,0.029245563596708636
1369,843,0.08357291563398433
9808,289,0.028650738574402698
13213,93,0.009219787845742044
393,679,0.06731436502428868
12137,114,0.01130167542381283
14305,93,0.009219787845742044
55,1064,0.1054823039555864
215,1265,0.12540894220283533
56,470,0.0465946267472985
86,837,0.08297809061167839
57,1573,0.1559432933478735
5929,1130,0.11202537920095172
6690,855,0.08476256567859622
8175,757,0.07504709031426589
4422,1050,0.1040943789035392
6505,730,0.07237037771388917
4145,730,0.07237037771388917
4022,1297,0.12858134232180032
9106,106,0.010508575394071577
6343,961,0.09527114107266779
4868,682,0.06761177753544166
162,874,0.08664617824923168
9786,174,0.01724992564687221
1942,1079,0.10696936651135125
7312,748,0.07415485278080698
9728,156,0.015465450579954397
5172,842,0.08347377813026668
8597,202,0.02002577575096659
7002,804,0.07970655298899573
3123,976,0.09675820362843264
61,1349,0.13373649251511846
4198,1134,0.11242192921582235
6778,938,0.09299097848716169
14004,161,0.015961138098542677
7093,1088,0.10786160404481016
12120,164,0.016258550609695648
5788,813,0.08059879052245464
6883,651,0.06453851492019431
62,1755,0.17398631902448697
173,744,0.07375830276593635
2460,1686,0.16714583126796867
12113,105,0.010409437890353921
186,485,0.04808168930306335
160,804,0.07970655298899573
14575,148,0.014672350550213145
369,1223,0.12124516704669376
5970,968,0.09596510359869138
12709,369,0.036581738871815206
230,632,0.06265490234955884
13621,101,0.010012887875483295
10034,231,0.022900763358778626
251,764,0.07574105284028948
14906,276,0.027361951026073163
3385,1181,0.1170813918905522
64,1205,0.11946069197977595
11384,258,0.025577475959155348
5608,582,0.057698027163676016
327,819,0.08119361554476058
5611,982,0.09735302865073857
227,911,0.09031426588678497
110,469,0.046495489243580844
14601,331,0.03281451373054427
2328,1230,0.12193912957271735
11476,259,0.025676613462873005
6847,460,0.04560325171012194
66,808,0.08010310300386636
312,798,0.0791117279666898
5524,638,0.06324972737186478
67,1517,0.15039159313968475
12169,330,0.03271537622682661
10779,162,0.016060275602260334
12563,251,0.024883513433131752
6504,1092,0.10825815405968078
7168,409,0.040547239020521465
68,1560,0.15465450579954396
12951,98,0.009715475364330326
9006,370,0.03668087637553286
11120,60,0.005948250223059383
14262,218,0.021611975810449092
1137,825,0.08178844056706652
4931,783,0.07762466541092496
11079,60,0.005948250223059383
69,560,0.055517002081887576
8060,737,0.07306434023991276
71,613,0.06077128977892337
11263,21,0.002081887578070784
3935,738,0.07316347774363041
8098,218,0.021611975810449092
72,1649,0.1634777436304154
3462,1166,0.11559432933478735
11492,100,0.00991375037176564
9585,210,0.020818875780707843
73,979,0.0970556161395856
139,1278,0.12669772975116486
14761,141,0.013978388024189551
11437,42,0.004163775156141568
74,1788,0.17725785664716961
14932,220,0.021810250817884406
4689,948,0.09398235352433826
12763,102,0.010112025379200952
1613,691,0.06850401506890057
13973,194,0.01923267572122534
75,453,0.044909289184098346
10644,136,0.01348270050560127
76,1557,0.154357093288391
9017,239,0.02369386338851988
13458,60,0.005948250223059383
2381,1729,0.1714087439278279
4094,655,0.06493506493506493
3583,749,0.07425399028452463
7866,667,0.06612471497967681
5174,1260,0.12491325468424705
8804,419,0.04153861405769803
77,1352,0.13403390502627144
12415,235,0.02329731337364925
3111,1516,0.15029245563596708
6994,831,0.08238326558937246
78,459,0.04550411420640428
8522,222,0.02200852582531972
79,1367,0.13552096758203627
554,574,0.05690492713393477
3721,1611,0.15971051848914444
553,1106,0.10964607911172797
7991,634,0.06285317735699415
80,808,0.08010310300386636
6306,422,0.041836026568851
81,564,0.055913552096758204
9470,19,0.0018836125706354714
9272,227,0.022504213343908
7089,504,0.04996530187369882
83,794,0.07871517795181918
8798,224,0.02220680083275503
4215,622,0.061663527312382276
13378,209,0.020719738276990186
84,1506,0.14930108059879052
11115,105,0.010409437890353921
7378,428,0.042430851591156934
158,490,0.048577376821651634
3639,1339,0.1327451174779419
6905,385,0.03816793893129771
7655,695,0.0689005650837712
11641,125,0.01239218796470705
14593,160,0.015862000594825024
4556,824,0.08168930306334886
85,649,0.064340239912759
3567,339,0.03360761376028552
11709,169,0.01675423812828393
13748,91,0.009021512838306732
175,858,0.08505997818974918
9573,73,0.007237037771388916
449,841,0.08337464062654902
9799,182,0.018043025676613464
87,1088,0.10786160404481016
111,1175,0.11648656686824625
5650,937,0.09289184098344404
13854,54,0.005353425200753445
9873,188,0.018637850698919402
88,1057,0.10478834142956281
11589,108,0.01070685040150689
5696,1031,0.10221076633290374
7734,763,0.07564191533657183
89,1517,0.15039159313968475
7142,487,0.04827996431049866
4795,874,0.08664617824923168
5767,809,0.08020224050758402
2655,1089,0.1079607415485278
10179,129,0.012788737979577674
11681,198,0.019629225736095966
3603,908,0.090016853375632
11511,81,0.008030137801130167
1817,715,0.07088331515812432
4935,633,0.06275403985327649
14953,81,0.008030137801130167
5578,635,0.0629523148607118
8552,345,0.03420243878259145
92,1604,0.15901655596312084
14090,171,0.016952513135719244
4870,904,0.08962030336076138
14077,243,0.024090413403390503
8524,164,0.016258550609695648
2369,1136,0.11262020422325766
12501,180,0.01784475066917815
9805,211,0.0209180132844255
8029,774,0.07673242787746605
1077,1196,0.11856845444631704
411,1106,0.10964607911172797
236,1218,0.12074947952810548
94,697,0.06909884009120651
1225,1370,0.13581838009318925
3393,881,0.08734014077525527
95,1386,0.13740458015267176
1578,1068,0.10587885397045703
14875,199,0.019728363239813623
11237,166,0.016456825617130962
10275,159,0.015762863091107367
7862,504,0.04996530187369882
7441,757,0.07504709031426589
9222,152,0.015068900565083771
9754,313,0.03103003866362645
190,522,0.05174977694061664
287,481,0.04768513928819272
97,406,0.040249826509368494
13055,209,0.020719738276990186
1662,1322,0.13105977991474174
10863,43,0.004262912659859224
156,514,0.05095667691087538
13101,219,0.02171111331416675
99,1316,0.1304649548924358
1089,1379,0.13671061762664816
8438,208,0.02062060077327253
8354,485,0.04808168930306335
100,1395,0.13829681768613067
4474,943,0.09348666600574998
2383,1442,0.14295628036086053
6399,478,0.04738772677703976
10985,113,0.011202537920095172
101,865,0.08575394071577278
1628,733,0.07266779022504213
8969,182,0.018043025676613464
6716,1075,0.10657281649648062
250,549,0.054426489540993356
102,346,0.03430157628630911
1061,856,0.08486170318231387
8222,264,0.026172300981461286
352,953,0.09447804104292654
11561,47,0.004659462674729851
10848,163,0.01615941310597799
1845,1135,0.11252106671954
8130,451,0.04471101417666303
104,894,0.08862892832358481
4622,568,0.05631010211162883
3546,958,0.09497372856151481
13452,118,0.011698225438683454
11731,222,0.02200852582531972
105,1036,0.10270645385149202
5930,1059,0.10498661643699812
106,955,0.09467631605036185
12970,188,0.018637850698919402
10969,40,0.003965500148706256
4062,856,0.08486170318231387
4724,756,0.07494795281054822
11495,116,0.011499950431248141
3208,1417,0.1404778427679191
3778,917,0.09090909090909091
4457,1628,0.1613958560523446
13702,176,0.017448200654307525
6080,584,0.05789630217111133
4845,926,0.09180132844254982
12283,142,0.014077525527907208
4655,836,0.08287895310796074
108,725,0.07187469019530088
5799,473,0.04689203925845147
8740,197,0.01953008823237831
9774,54,0.005353425200753445
109,536,0.05313770199266382
8639,235,0.02329731337364925
8053,555,0.0550213145632993
14650,89,0.008823237830871418
13590,94,0.009318925349459701
7105,727,0.07207296520273619
8505,403,0.03995241399821552
3872,1268,0.1257063547139883
793,837,0.08297809061167839
112,1372,0.13601665510062458
361,730,0.07237037771388917
9196,45,0.0044611876672945375
13657,172,0.017051650639436897
10348,194,0.01923267572122534
9771,101,0.010012887875483295
11172,205,0.02032318826211956
114,553,0.054823039555863984
11017,143,0.014176663031624863
115,758,0.07514622781798354
5112,1407,0.13948646773074255
8326,420,0.041637751561415685
8330,428,0.042430851591156934
1000,1669,0.1654604937047685
117,1564,0.15505105581441458
7321,495,0.04907306434023991
5161,1391,0.13790026767126004
1593,982,0.09735302865073857
10378,139,0.013780113016754239
118,575,0.057004064637652424
122,1037,0.10280559135520967
119,1454,0.14414593040547238
3092,1733,0.17180529394269853
14226,318,0.03152572618221473
10005,84,0.008327550312283136
14868,196,0.01943095072866065
10156,98,0.009715475364330326
570,561,0.05561613958560523
12619,142,0.014077525527907208
6341,543,0.05383166451868742
7741,725,0.07187469019530088
8840,417,0.041340339050262714
5147,810,0.08030137801130167
121,1468,0.14553385545751957
2108,1141,0.11311589174184594
7819,610,0.0604738772677704
1127,1367,0.13552096758203627
10768,162,0.016060275602260334
4163,554,0.05492217705958164
10792,115,0.011400812927530484
8905,97,0.00961633786061267
11774,181,0.017943888172895807
3727,1463,0.1450381679389313
5551,595,0.05898681471200555
7590,658,0.0652324774462179
124,1654,0.16397343114900367
8559,404,0.04005155150193318
13674,155,0.01536631307623674
14861,182,0.018043025676613464
3137,1565,0.15515019331813226
13348,193,0.019133538217507684
3016,1089,0.1079607415485278
125,805,0.0798056904927134
13250,122,0.01209477545355408
13593,256,0.025379200951720037
2506,1046,0.10369782888866859
126,724,0.07177555269158323
7561,644,0.06384455239417071
13861,65,0.006443937741647665
7891,388,0.03846535144245068
677,1168,0.11579260434222266
128,1047,0.10379696639238624
9494,30,0.0029741251115296915
2378,1877,0.18608109447804105
129,730,0.07237037771388917
10407,81,0.008030137801130167
10151,215,0.021314563299296124
5807,1493,0.14801229305046099
11664,54,0.005353425200753445
11204,118,0.011698225438683454
11166,28,0.002775850104094379
130,1381,0.13690889263408348
1842,938,0.09299097848716169
1030,1514,0.15009418062853178
6190,476,0.04718945176960444
131,742,0.07356002775850104
607,775,0.0768315653811837
4759,675,0.06691781500941807
364,951,0.09427976603549122
12171,86,0.008525825319718449
11758,128,0.012689600475860019
2303,764,0.07574105284028948
12459,151,0.014969763061366114
9193,75,0.007435312778824229
134,1389,0.1377019926638247
1875,863,0.08555566570833746
10597,62,0.006146525230494696
5687,922,0.09140477842767919
14547,62,0.006146525230494696
13316,252,0.02498265093684941
14143,162,0.016060275602260334
136,787,0.07802121542579558
8257,512,0.050758401903440074
5228,647,0.06414196490532369
9934,185,0.01834043818776643
12118,54,0.005353425200753445
137,1190,0.1179736294240111
6584,667,0.06612471497967681
6955,1144,0.1134133042529989
13271,198,0.019629225736095966
13938,152,0.015068900565083771
138,1264,0.12530980469911768
11489,168,0.016655100624566273
12811,51,0.005056012689600476
6017,919,0.09110736591652623
601,615,0.060969564786358676
7850,1024,0.10151680380688015
4074,1379,0.13671061762664816
8869,247,0.024486963418261128
1906,1514,0.15009418062853178
140,1599,0.15852086844453256
4190,1463,0.1450381679389313
13777,141,0.013978388024189551
11563,194,0.01923267572122534
12026,125,0.01239218796470705
5896,1021,0.10121939129572717
9300,172,0.017051650639436897
2578,1264,0.12530980469911768
12340,108,0.01070685040150689
14890,81,0.008030137801130167
5588,846,0.0838703281451373
144,894,0.08862892832358481
13498,85,0.008426687816000793
8361,363,0.03598691384950927
1716,1148,0.11380985426786953
145,592,0.05868940220085258
8153,1162,0.11519777931991672
10499,30,0.0029741251115296915
708,722,0.07157727768414791
146,583,0.05779716466739367
11118,280,0.027758501040943788
2482,1286,0.12749082978090612
5149,470,0.0465946267472985
147,1072,0.10627540398532764
2106,611,0.060573014771488055
3375,619,0.061366114801229305
3357,1207,0.11965896698721126
7204,653,0.06473678992762963
6466,1017,0.10082284128085654
14275,197,0.01953008823237831
3858,843,0.08357291563398433
12622,148,0.014672350550213145
13031,33,0.003271537622682661
7950,678,0.06721522752057103
5171,679,0.06731436502428868
150,467,0.04629721423614554
7330,672,0.06662040249826509
151,1288,0.12768910478834142
1175,445,0.0441161891543571
5754,1403,0.13908991771587192
152,1356,0.13443045504114207
11128,149,0.014771488053930802
2632,693,0.06870229007633588
153,725,0.07187469019530088
12170,25,0.00247843759294141
154,1167,0.11569346683850501
266,1402,0.13899078021215425
6362,729,0.0722712402101715
3467,665,0.0659264399722415
2081,754,0.07474967780311292
11683,168,0.016655100624566273
10476,43,0.004262912659859224
14144,49,0.004857737682165163
8353,502,0.049767026866263504
14956,366,0.03628432636066224
2105,614,0.060870427282641026
159,1321,0.1309606424110241
14043,54,0.005353425200753445
12938,89,0.008823237830871418
12232,54,0.005353425200753445
12261,23,0.002280162585506097
3384,731,0.07246951521760682
5310,1021,0.10121939129572717
12317,137,0.013581838009318925
12512,124,0.012293050460989392
7900,805,0.0798056904927134
602,838,0.08307722811539606
348,845,0.08377119064141965
5873,660,0.06543075245365322
163,626,0.0620600773272529
8400,61,0.00604738772677704
7864,410,0.04064637652423912
14542,126,0.012491325468424705
303,552,0.05472390205214633
164,964,0.09556855358382076
6335,909,0.09011599087934966
10934,249,0.02468523842569644
4108,883,0.08753841578269059
12994,168,0.016655100624566273
165,1272,0.12610290472885893
10544,77,0.007633587786259542
8065,799,0.07921086547040745
166,278,0.027560226033508477
4021,847,0.08396946564885496
167,956,0.09477545355407951
7727,647,0.06414196490532369
12143,302,0.029939526122732228
8484,137,0.013581838009318925
10059,121,0.011995637949836423
168,521,0.05165063943689898
2513,1287,0.12758996728462377
12522,207,0.02052146326955487
9426,89,0.008823237830871418
5570,871,0.08634876573807872
1806,1200,0.11896500446118767
171,930,0.09219787845742045
501,1747,0.1731932189947457
2582,804,0.07970655298899573
396,819,0.08119361554476058
2048,893,0.08852979081986716
7162,381,0.03777138891642708
14874,193,0.019133538217507684
5167,1620,0.16060275602260335
3199,254,0.025180925944284723
177,696,0.06899970258748885
179,414,0.04104292653910974
12959,22,0.0021810250817884407
5781,1064,0.1054823039555864
180,796,0.07891345295925449
10109,279,0.02765936353722613
14930,209,0.020719738276990186
4450,578,0.057301477148805395
181,797,0.07901259046297214
11712,25,0.00247843759294141
182,432,0.04282740160602756
564,1230,0.12193912957271735
183,643,0.06374541489045306
5398,863,0.08555566570833746
11590,167,0.016555963120848616
184,1412,0.13998215524933083
4184,974,0.09655992862099733
3730,892,0.0884306533161495
1724,592,0.05868940220085258
185,1127,0.11172796668979876
14789,206,0.020422325765837215
13719,153,0.015168038068801428
12315,259,0.025676613462873005
4220,549,0.054426489540993356
10596,182,0.018043025676613464
14451,134,0.013284425498165955
6236,768,0.07613760285516011
2082,1198,0.11876672945375236
8253,795,0.07881431545553683
11631,268,0.02656885099633191
188,768,0.07613760285516011
13804,147,0.01457321304649549
3008,941,0.09328839099831467
189,979,0.0970556161395856
9341,148,0.014672350550213145
3619,1406,0.13938733022702487
2600,736,0.0729652027361951
9053,118,0.011698225438683454
5802,614,0.060870427282641026
4229,1003,0.09943491622880936
4977,902,0.08942202835332606
10641,56,0.005551700208188758
4844,678,0.06721522752057103
12500,57,0.005650837711906415
5257,1087,0.10776246654109249
6177,938,0.09299097848716169
11790,233,0.02309903836621394
8897,307,0.030435213641320513
6652,718,0.07118072766927729
226,524,0.05194805194805195
2834,811,0.08040051551501934
6546,772,0.07653415287003074
11419,106,0.010508575394071577
3946,589,0.058391989689699615
4328,1256,0.12451670466937642
193,908,0.090016853375632
10498,28,0.002775850104094379
14406,402,0.039853276494497866
12794,214,0.021215425795578467
194,1342,0.13304252998909488
14391,238,0.02359472588480222
13349,55,0.0054525627044711015
3313,1010,0.10012887875483295
6876,767,0.07603846535144244
3634,683,0.06771091503915931
10375,55,0.0054525627044711015
3135,1411,0.13988301774561315
1548,1000,0.0991375037176564
8297,482,0.04778427679191038
195,382,0.03787052642014474
10168,256,0.025379200951720037
196,879,0.08714186576781997
4568,1301,0.12897789233667095
10485,267,0.026469713492614257
2359,1207,0.11965896698721126
197,900,0.08922375334589075
655,906,0.08981857836819669
2223,957,0.09487459105779716
199,1256,0.12451670466937642
12992,138,0.013680975513036582
8399,276,0.027361951026073163
9023,328,0.032517101219391296
2441,1162,0.11519777931991672
12847,87,0.008624962823436106
9599,47,0.004659462674729851
7847,764,0.07574105284028948
11858,339,0.03360761376028552
722,1206,0.1195598294834936
201,838,0.08307722811539606
13040,218,0.021611975810449092
10940,136,0.01348270050560127
10685,102,0.010112025379200952
6608,773,0.07663329037374839
202,1272,0.12610290472885893
9651,79,0.007831862793694855
13111,80,0.007931000297412512
821,918,0.09100822841280856
13956,57,0.005650837711906415
11502,161,0.015961138098542677
502,1235,0.12243481709130564
2266,837,0.08297809061167839
9678,121,0.011995637949836423
204,615,0.060969564786358676
1638,604,0.059879052245464456
5427,750,0.0743531277882423
5008,854,0.08466342817487855
11628,41,0.004064637652423912
205,1129,0.11192624169723406
5184,985,0.09765044116189155
10857,150,0.014870625557648459
756,1107,0.10974521661544562
13785,260,0.02577575096659066
4045,1386,0.13740458015267176
206,1281,0.12699514226231784
14867,69,0.006840487756518291
13033,99,0.009814612868047983
14712,219,0.02171111331416675
8129,621,0.06156438980866462
286,1075,0.10657281649648062
14941,112,0.011103400416377515
3997,681,0.067512640031724
209,945,0.0936849410131853
5829,1227,0.12164171706156439
1276,1057,0.10478834142956281
8254,512,0.050758401903440074
432,938,0.09299097848716169
8519,34,0.0033706751264003174
210,545,0.054029939526122735
9139,75,0.007435312778824229
3397,680,0.06741350252800635
3766,1257,0.12461584217309409
211,1258,0.12471497967681174
12442,293,0.029047288589273322
13864,143,0.014176663031624863
213,597,0.059185089719440864
214,1204,0.1193615544760583
10552,68,0.006741350252800635
7438,1004,0.09953405373252701
11439,69,0.006840487756518291
7263,759,0.0752453653217012
4332,323,0.03202141370080301
12110,92,0.009120650342024387
1167,1206,0.1195598294834936
6937,831,0.08238326558937246
