src,dst,type,weight
68b9295d427214137a73518b,68b9295d427214137a735322,friend,1.0
68b9295d427214137a73518b,68b9295d427214137a7351c0,friend,1.0
68b9295d427214137a73518b,68b9295e427214137a735e73,friend,1.0
68b9295d427214137a73518b,68b9295d427214137a7351a1,friend,1.0
68b9295d427214137a73518b,68b9295d427214137a7351dd,friend,1.0
68b9295d427214137a73518b,68b9295d427214137a7351de,friend,1.0
68b9295d427214137a73518b,68b9295d427214137a73519b,friend,1.0
68b9295d427214137a73518b,68b9295e427214137a735ddd,friend,1.0
68b9295d427214137a73518b,68b9295d427214137a7351c2,friend,1.0
68b9295d427214137a73518b,68b9295d427214137a7351be,friend,1.0
68b9295d427214137a73518b,68b9295d427214137a73518a,friend,1.0
68b9295d427214137a73518b,68b9295d427214137a7351d9,friend,1.0
68b9295d427214137a73518b,68b9295d427214137a735189,friend,1.0
68b9295d427214137a73518b,68b9295d427214137a7351b7,friend,1.0
68b9295d427214137a73518b,68b9295d427214137a7351fc,friend,1.0
68b9295d427214137a73518b,68b9295d427214137a7351f2,friend,1.0
68b9295d427214137a73518b,68b9295d427214137a7351f9,friend,1.0
68b9295d427214137a73518b,68b9295e427214137a735eed,friend,1.0
68b9295d427214137a73518b,68b9295d427214137a73525f,friend,1.0
68b9295d427214137a73518b,68b9295d427214137a7351a2,friend,1.0
68b9295d427214137a73518b,68b9295d427214137a7351f4,friend,1.0
68b9295d427214137a73518c,68b9295d427214137a7351f2,friend,1.0
68b9295d427214137a73518c,68b9295e427214137a735a95,friend,1.0
68b9295d427214137a73518c,68b9295d427214137a7351fc,friend,1.0
68b9295d427214137a73518c,68b9295d427214137a7351a7,friend,1.0
68b9295d427214137a73518c,68b9295d427214137a7351c3,friend,1.0
68b9295d427214137a73518c,68b9295d427214137a7351a9,friend,1.0
68b9295d427214137a73518c,68b9295d427214137a73519b,friend,1.0
68b9295d427214137a73518c,68b9295d427214137a7351f4,friend,1.0
68b9295d427214137a73518c,68b9295d427214137a7351c9,friend,1.0
68b9295d427214137a73518c,68b9295e427214137a735b78,friend,1.0
68b9295d427214137a73518c,68b9295d427214137a7351e3,friend,1.0
68b9295d427214137a73518c,68b9295d427214137a7351dd,friend,1.0
68b9295d427214137a73518c,68b9295d427214137a7351d8,friend,1.0
68b9295d427214137a73518c,68b9295d427214137a7351b7,friend,1.0
68b9295d427214137a73518c,68b9295d427214137a7351c2,friend,1.0
68b9295d427214137a73518c,68b9295e427214137a735d4d,friend,1.0
68b9295d427214137a73518c,68b9295d427214137a7351c0,friend,1.0
68b9295d427214137a73518c,68b9295e427214137a735e4d,friend,1.0
68b9295d427214137a73518c,68b9295d427214137a7351e7,friend,1.0
68b9295d427214137a73518c,68b9295e427214137a7359e0,friend,1.0
68b9295d427214137a73518c,68b9295d427214137a7351bc,friend,1.0
68b9295d427214137a73518c,68b9295d427214137a735742,friend,1.0
68b9295d427214137a73518c,68b9295d427214137a73518a,friend,1.0
68b9295d427214137a73518c,68b9295e427214137a735c21,friend,1.0
68b9295d427214137a73518c,68b9295d427214137a735189,friend,1.0
68b9295d427214137a73518d,68b9295d427214137a7351a1,friend,1.0
68b9295d427214137a73518d,68b9295d427214137a7351bb,friend,1.0
68b9295d427214137a73518d,68b9295e427214137a735b83,friend,1.0
68b9295d427214137a73518d,68b9295d427214137a7357c7,friend,1.0
68b9295d427214137a73518d,68b9295d427214137a7351cc,friend,1.0
68b9295d427214137a73518d,68b9295e427214137a7358b1,friend,1.0
68b9295d427214137a73518d,68b9295d427214137a73519b,friend,1.0
68b9295d427214137a73518d,68b9295d427214137a7351f9,friend,1.0
68b9295d427214137a73518d,68b9295e427214137a7358ef,friend,1.0
68b9295d427214137a73518d,68b9295e427214137a735d57,friend,1.0
68b9295d427214137a73518d,68b9295d427214137a7351f2,friend,1.0
68b9295d427214137a73518d,68b9295d427214137a7351b2,friend,1.0
68b9295d427214137a73518d,68b9295e427214137a735d83,friend,1.0
68b9295d427214137a73518d,68b9295d427214137a7351e7,friend,1.0
68b9295d427214137a73518d,68b9295d427214137a7351dd,friend,1.0
68b9295d427214137a73518d,68b9295d427214137a7351fb,friend,1.0
68b9295d427214137a73518d,68b9295e427214137a735a6c,friend,1.0
68b9295d427214137a73518d,68b9295d427214137a735196,friend,1.0
68b9295d427214137a73518d,68b9295e427214137a735faa,friend,1.0
68b9295d427214137a73518d,68b9295d427214137a7351f4,friend,1.0
68b9295d427214137a73518d,68b9295d427214137a7351d9,friend,1.0
68b9295d427214137a73518d,68b9295d427214137a735508,friend,1.0
68b9295d427214137a73518d,68b9295d427214137a7357eb,friend,1.0
68b9295d427214137a73518d,68b9295d427214137a7351fa,friend,1.0
68b9295d427214137a73518d,68b9295d427214137a7351fc,friend,1.0
68b9295d427214137a73518d,68b9295d427214137a7351c9,friend,1.0
68b9295d427214137a73518e,68b9295d427214137a73519b,friend,1.0
68b9295d427214137a73518e,68b9295d427214137a7351e3,friend,1.0
68b9295d427214137a73518e,68b9295d427214137a7351dd,friend,1.0
68b9295d427214137a73518e,68b9295d427214137a73518a,friend,1.0
68b9295d427214137a73518e,68b9295d427214137a735273,friend,1.0
68b9295d427214137a73518e,68b9295d427214137a7351ce,friend,1.0
68b9295d427214137a73518e,68b9295e427214137a735ff1,friend,1.0
68b9295d427214137a73518e,68b9295d427214137a73518d,friend,1.0
68b9295d427214137a73518e,68b9295d427214137a7351fa,friend,1.0
68b9295d427214137a73518e,68b9295d427214137a7351c0,friend,1.0
68b9295d427214137a73518e,68b9295d427214137a7351f4,friend,1.0
68b9295d427214137a73518e,68b9295d427214137a7351f7,friend,1.0
68b9295d427214137a73518e,68b9295e427214137a735fea,friend,1.0
68b9295d427214137a73518e,68b9295e427214137a73603e,friend,1.0
68b9295d427214137a73518e,68b9295d427214137a735793,friend,1.0
68b9295d427214137a73518e,68b9295d427214137a7351cc,friend,1.0
68b9295d427214137a73518e,68b9295d427214137a7351de,friend,1.0
68b9295d427214137a73518e,68b9295d427214137a735485,friend,1.0
68b9295d427214137a73518e,68b9295d427214137a7351a1,friend,1.0
68b9295d427214137a73518e,68b9295e427214137a7358bd,friend,1.0
68b9295d427214137a73518e,68b9295e427214137a73599f,friend,1.0
68b9295d427214137a73518e,68b9295d427214137a7351b7,friend,1.0
68b9295d427214137a73518e,68b9295d427214137a7351be,friend,1.0
68b9295d427214137a73518e,68b9295d427214137a73584c,friend,1.0
68b9295d427214137a73518e,68b9295d427214137a735196,friend,1.0
68b9295d427214137a73518f,68b9295d427214137a7351b6,friend,1.0
68b9295d427214137a73518f,68b9295d427214137a7351dd,friend,1.0
68b9295d427214137a73518f,68b9295d427214137a73518c,friend,1.0
68b9295d427214137a73518f,68b9295d427214137a7351e4,friend,1.0
68b9295d427214137a73518f,68b9295e427214137a736023,friend,1.0
68b9295d427214137a73518f,68b9295d427214137a73519c,friend,1.0
68b9295d427214137a73518f,68b9295d427214137a73518d,friend,1.0
68b9295d427214137a73518f,68b9295d427214137a7351c9,friend,1.0
68b9295d427214137a73518f,68b9295d427214137a7351e3,friend,1.0
68b9295d427214137a73518f,68b9295d427214137a7351d4,friend,1.0
68b9295d427214137a73518f,68b9295d427214137a7351de,friend,1.0
68b9295d427214137a73518f,68b9295d427214137a7351a1,friend,1.0
68b9295d427214137a73518f,68b9295d427214137a73518e,friend,1.0
68b9295d427214137a73518f,68b9295d427214137a73518b,friend,1.0
68b9295d427214137a73518f,68b9295d427214137a7351ce,friend,1.0
68b9295d427214137a735190,68b9295d427214137a7351fa,friend,1.0
68b9295d427214137a735190,68b9295d427214137a73518b,friend,1.0
68b9295d427214137a735190,68b9295d427214137a73518e,friend,1.0
68b9295d427214137a735190,68b9295d427214137a73518d,friend,1.0
68b9295d427214137a735190,68b9295e427214137a735d57,friend,1.0
68b9295d427214137a735190,68b9295d427214137a7351ce,friend,1.0
68b9295d427214137a735190,68b9295d427214137a7351f4,friend,1.0
68b9295d427214137a735190,68b9295d427214137a735333,friend,1.0
68b9295d427214137a735190,68b9295d427214137a7351de,friend,1.0
68b9295d427214137a735190,68b9295d427214137a7351e4,friend,1.0
68b9295d427214137a735190,68b9295d427214137a7351b1,friend,1.0
68b9295d427214137a735190,68b9295d427214137a73518f,friend,1.0
68b9295d427214137a735190,68b9295d427214137a7351a2,friend,1.0
68b9295d427214137a735190,68b9295d427214137a7351cc,friend,1.0
68b9295d427214137a735190,68b9295e427214137a735de6,friend,1.0
68b9295d427214137a735190,68b9295e427214137a735f9b,friend,1.0
68b9295d427214137a735190,68b9295d427214137a735698,friend,1.0
68b9295d427214137a735190,68b9295e427214137a735b19,friend,1.0
68b9295d427214137a735190,68b9295d427214137a7351c4,friend,1.0
68b9295d427214137a735190,68b9295d427214137a735189,friend,1.0
68b9295d427214137a735190,68b9295d427214137a7351c3,friend,1.0
68b9295d427214137a735190,68b9295d427214137a735688,friend,1.0
68b9295d427214137a735191,68b9295d427214137a735189,friend,1.0
68b9295d427214137a735191,68b9295d427214137a7351cc,friend,1.0
68b9295d427214137a735191,68b9295d427214137a7351fa,friend,1.0
68b9295d427214137a735191,68b9295d427214137a7351b7,friend,1.0
68b9295d427214137a735191,68b9295d427214137a7351f4,friend,1.0
68b9295d427214137a735191,68b9295d427214137a73518e,friend,1.0
68b9295d427214137a735191,68b9295d427214137a7351fd,friend,1.0
68b9295d427214137a735191,68b9295d427214137a735708,friend,1.0
68b9295d427214137a735191,68b9295e427214137a735fb2,friend,1.0
68b9295d427214137a735191,68b9295d427214137a7351b1,friend,1.0
68b9295d427214137a735191,68b9295d427214137a7351c2,friend,1.0
68b9295d427214137a735191,68b9295d427214137a73518f,friend,1.0
68b9295d427214137a735191,68b9295d427214137a7351c0,friend,1.0
68b9295d427214137a735191,68b9295d427214137a7351a7,friend,1.0
68b9295d427214137a735191,68b9295d427214137a7351e7,friend,1.0
68b9295d427214137a735191,68b9295d427214137a7351a1,friend,1.0
68b9295d427214137a735191,68b9295d427214137a7351a2,friend,1.0
68b9295d427214137a735191,68b9295e427214137a735d48,friend,1.0
68b9295d427214137a735191,68b9295d427214137a7351d8,friend,1.0
68b9295d427214137a735191,68b9295d427214137a735196,friend,1.0
68b9295d427214137a735192,68b9295d427214137a73518c,friend,1.0
68b9295d427214137a735192,68b9295d427214137a735196,friend,1.0
68b9295d427214137a735192,68b9295d427214137a7351a7,friend,1.0
68b9295d427214137a735192,68b9295d427214137a7351ef,friend,1.0
68b9295d427214137a735192,68b9295e427214137a735def,friend,1.0
68b9295d427214137a735192,68b9295d427214137a7351b7,friend,1.0
68b9295d427214137a735192,68b9295d427214137a7351c9,friend,1.0
68b9295d427214137a735192,68b9295e427214137a735e0f,friend,1.0
68b9295d427214137a735192,68b9295d427214137a73549d,friend,1.0
68b9295d427214137a735192,68b9295d427214137a73518d,friend,1.0
68b9295d427214137a735192,68b9295e427214137a735e35,friend,1.0
68b9295d427214137a735192,68b9295d427214137a7351f4,friend,1.0
68b9295d427214137a735192,68b9295d427214137a7351fc,friend,1.0
68b9295d427214137a735192,68b9295d427214137a7351a5,friend,1.0
68b9295d427214137a735192,68b9295d427214137a7351c2,friend,1.0
68b9295d427214137a735192,68b9295d427214137a7351d0,friend,1.0
68b9295d427214137a735192,68b9295d427214137a735190,friend,1.0
68b9295d427214137a735192,68b9295d427214137a735189,friend,1.0
68b9295d427214137a735192,68b9295d427214137a73549b,friend,1.0
68b9295d427214137a735192,68b9295d427214137a7351f2,friend,1.0
68b9295d427214137a735192,68b9295d427214137a73518f,friend,1.0
68b9295d427214137a735193,68b9295d427214137a73518d,friend,1.0
68b9295d427214137a735193,68b9295d427214137a735869,friend,1.0
68b9295d427214137a735193,68b9295d427214137a735190,friend,1.0
68b9295d427214137a735193,68b9295d427214137a7351ef,friend,1.0
68b9295d427214137a735193,68b9295d427214137a735860,friend,1.0
68b9295d427214137a735193,68b9295d427214137a7351b7,friend,1.0
68b9295d427214137a735193,68b9295d427214137a73518b,friend,1.0
68b9295d427214137a735193,68b9295d427214137a735196,friend,1.0
68b9295d427214137a735193,68b9295d427214137a7356c9,friend,1.0
68b9295d427214137a735193,68b9295d427214137a735191,friend,1.0
68b9295d427214137a735193,68b9295e427214137a735914,friend,1.0
68b9295d427214137a735193,68b9295d427214137a735194,friend,1.0
68b9295d427214137a735193,68b9295d427214137a735189,friend,1.0
68b9295d427214137a735193,68b9295d427214137a7351f7,friend,1.0
68b9295d427214137a735193,68b9295d427214137a7351fa,friend,1.0
68b9295d427214137a735193,68b9295d427214137a73518e,friend,1.0
68b9295d427214137a735194,68b9295d427214137a73518c,friend,1.0
68b9295d427214137a735194,68b9295d427214137a7351f9,friend,1.0
68b9295d427214137a735194,68b9295e427214137a736053,friend,1.0
68b9295d427214137a735194,68b9295d427214137a7351fc,friend,1.0
68b9295d427214137a735194,68b9295d427214137a7351d9,friend,1.0
68b9295d427214137a735194,68b9295d427214137a735823,friend,1.0
68b9295d427214137a735194,68b9295d427214137a7351a1,friend,1.0
68b9295d427214137a735194,68b9295d427214137a73518f,friend,1.0
68b9295d427214137a735194,68b9295d427214137a7351c2,friend,1.0
68b9295d427214137a735194,68b9295d427214137a7351dd,friend,1.0
68b9295d427214137a735194,68b9295d427214137a7351b1,friend,1.0
68b9295d427214137a735194,68b9295e427214137a73609f,friend,1.0
68b9295d427214137a735194,68b9295d427214137a7351c3,friend,1.0
68b9295d427214137a735194,68b9295d427214137a73518d,friend,1.0
68b9295d427214137a735194,68b9295d427214137a73518e,friend,1.0
68b9295d427214137a735194,68b9295d427214137a735192,friend,1.0
68b9295d427214137a735195,68b9295e427214137a735d91,friend,1.0
68b9295d427214137a735195,68b9295d427214137a7351fd,friend,1.0
68b9295d427214137a735195,68b9295d427214137a7351b5,friend,1.0
68b9295d427214137a735195,68b9295d427214137a73518d,friend,1.0
68b9295d427214137a735195,68b9295d427214137a735189,friend,1.0
68b9295d427214137a735195,68b9295d427214137a7351c4,friend,1.0
68b9295d427214137a735195,68b9295d427214137a7351b2,friend,1.0
68b9295d427214137a735195,68b9295d427214137a7351a1,friend,1.0
68b9295d427214137a735195,68b9295d427214137a735191,friend,1.0
68b9295d427214137a735195,68b9295d427214137a7351f4,friend,1.0
68b9295d427214137a735195,68b9295e427214137a735ccb,friend,1.0
68b9295d427214137a735195,68b9295d427214137a7351a9,friend,1.0
68b9295d427214137a735195,68b9295d427214137a735190,friend,1.0
68b9295d427214137a735195,68b9295d427214137a73537e,friend,1.0
68b9295d427214137a735195,68b9295d427214137a735732,friend,1.0
68b9295d427214137a735195,68b9295d427214137a7351c9,friend,1.0
68b9295d427214137a735195,68b9295d427214137a73518c,friend,1.0
68b9295d427214137a735195,68b9295e427214137a735be0,friend,1.0
68b9295d427214137a735195,68b9295d427214137a73518a,friend,1.0
68b9295d427214137a735195,68b9295d427214137a73518e,friend,1.0
68b9295d427214137a735195,68b9295d427214137a7351de,friend,1.0
68b9295d427214137a735195,68b9295d427214137a73582d,friend,1.0
68b9295d427214137a735195,68b9295d427214137a735196,friend,1.0
68b9295d427214137a735195,68b9295d427214137a7351ce,friend,1.0
68b9295d427214137a735196,68b9295d427214137a735194,friend,1.0
68b9295d427214137a735196,68b9295d427214137a73557f,friend,1.0
68b9295d427214137a735196,68b9295d427214137a7351e7,friend,1.0
68b9295d427214137a735196,68b9295d427214137a7351de,friend,1.0
68b9295d427214137a735196,68b9295d427214137a73585b,friend,1.0
68b9295d427214137a735196,68b9295e427214137a73600d,friend,1.0
68b9295d427214137a735196,68b9295d427214137a7351b7,friend,1.0
68b9295d427214137a735196,68b9295e427214137a735de6,friend,1.0
68b9295d427214137a735196,68b9295d427214137a7351b5,friend,1.0
68b9295d427214137a735196,68b9295e427214137a735be1,friend,1.0
68b9295d427214137a735196,68b9295d427214137a7351ce,friend,1.0
68b9295d427214137a735196,68b9295d427214137a7351c2,friend,1.0
68b9295d427214137a735196,68b9295d427214137a73518c,friend,1.0
68b9295d427214137a735196,68b9295d427214137a7351f4,friend,1.0
68b9295d427214137a735196,68b9295d427214137a7351c0,friend,1.0
68b9295d427214137a735196,68b9295d427214137a7351ab,friend,1.0
68b9295d427214137a735196,68b9295e427214137a735b93,friend,1.0
68b9295d427214137a735197,68b9295d427214137a735194,friend,1.0
68b9295d427214137a735197,68b9295e427214137a735af4,friend,1.0
68b9295d427214137a735197,68b9295d427214137a7351d9,friend,1.0
68b9295d427214137a735197,68b9295d427214137a73518e,friend,1.0
68b9295d427214137a735197,68b9295d427214137a7351dd,friend,1.0
68b9295d427214137a735197,68b9295e427214137a735cfa,friend,1.0
68b9295d427214137a735197,68b9295d427214137a7351ee,friend,1.0
68b9295d427214137a735197,68b9295d427214137a7351a2,friend,1.0
68b9295d427214137a735197,68b9295d427214137a735192,friend,1.0
68b9295d427214137a735197,68b9295d427214137a7351bc,friend,1.0
68b9295d427214137a735197,68b9295d427214137a73518c,friend,1.0
68b9295d427214137a735197,68b9295d427214137a735831,friend,1.0
68b9295d427214137a735197,68b9295d427214137a7351b7,friend,1.0
68b9295d427214137a735197,68b9295e427214137a735920,friend,1.0
68b9295d427214137a735197,68b9295d427214137a7351f4,friend,1.0
68b9295d427214137a735197,68b9295d427214137a7351c0,friend,1.0
68b9295d427214137a735197,68b9295d427214137a73532b,friend,1.0
68b9295d427214137a735197,68b9295d427214137a73518b,friend,1.0
68b9295d427214137a735197,68b9295d427214137a735196,friend,1.0
68b9295d427214137a735198,68b9295d427214137a7351fa,friend,1.0
68b9295d427214137a735198,68b9295d427214137a7351d8,friend,1.0
68b9295d427214137a735198,68b9295e427214137a735c8f,friend,1.0
68b9295d427214137a735198,68b9295e427214137a735f30,friend,1.0
68b9295d427214137a735198,68b9295d427214137a7351c9,friend,1.0
68b9295d427214137a735198,68b9295e427214137a736118,friend,1.0
68b9295d427214137a735198,68b9295d427214137a7357ea,friend,1.0
68b9295d427214137a735198,68b9295d427214137a7351b7,friend,1.0
68b9295d427214137a735198,68b9295d427214137a735197,friend,1.0
68b9295d427214137a735198,68b9295d427214137a7351d9,friend,1.0
68b9295d427214137a735198,68b9295d427214137a7355f2,friend,1.0
68b9295d427214137a735198,68b9295d427214137a7351b2,friend,1.0
68b9295d427214137a735198,68b9295d427214137a735194,friend,1.0
68b9295d427214137a735198,68b9295d427214137a735190,friend,1.0
68b9295d427214137a735198,68b9295d427214137a73518f,friend,1.0
68b9295d427214137a735198,68b9295d427214137a73518a,friend,1.0
68b9295d427214137a735198,68b9295d427214137a73519b,friend,1.0
68b9295d427214137a735198,68b9295d427214137a7351b6,friend,1.0
68b9295d427214137a735198,68b9295d427214137a73518d,friend,1.0
68b9295d427214137a735199,68b9295d427214137a7351f2,friend,1.0
68b9295d427214137a735199,68b9295d427214137a7351d8,friend,1.0
68b9295d427214137a735199,68b9295e427214137a735e33,friend,1.0
68b9295d427214137a735199,68b9295e427214137a735b4a,friend,1.0
68b9295d427214137a735199,68b9295d427214137a73518c,friend,1.0
68b9295d427214137a735199,68b9295d427214137a7351e4,friend,1.0
68b9295d427214137a735199,68b9295d427214137a7353d0,friend,1.0
68b9295d427214137a735199,68b9295d427214137a7357af,friend,1.0
68b9295d427214137a735199,68b9295d427214137a735819,friend,1.0
68b9295d427214137a735199,68b9295d427214137a7351f4,friend,1.0
68b9295d427214137a735199,68b9295d427214137a73519b,friend,1.0
68b9295d427214137a735199,68b9295d427214137a73518a,friend,1.0
68b9295d427214137a735199,68b9295d427214137a73518d,friend,1.0
68b9295d427214137a735199,68b9295d427214137a7351c2,friend,1.0
68b9295d427214137a735199,68b9295d427214137a735195,friend,1.0
68b9295d427214137a735199,68b9295d427214137a7351ce,friend,1.0
68b9295d427214137a735199,68b9295d427214137a735196,friend,1.0
68b9295d427214137a735199,68b9295d427214137a7351b0,friend,1.0
68b9295d427214137a735199,68b9295d427214137a7351a7,friend,1.0
68b9295d427214137a73519a,68b9295d427214137a735189,friend,1.0
68b9295d427214137a73519a,68b9295d427214137a7351f9,friend,1.0
68b9295d427214137a73519a,68b9295d427214137a735195,friend,1.0
68b9295d427214137a73519a,68b9295d427214137a73518c,friend,1.0
68b9295d427214137a73519a,68b9295d427214137a735199,friend,1.0
68b9295d427214137a73519a,68b9295d427214137a735194,friend,1.0
68b9295d427214137a73519a,68b9295d427214137a735191,friend,1.0
68b9295d427214137a73519a,68b9295e427214137a735964,friend,1.0
68b9295d427214137a73519a,68b9295e427214137a735cdf,friend,1.0
68b9295d427214137a73519a,68b9295e427214137a735c03,friend,1.0
68b9295d427214137a73519a,68b9295d427214137a7351c9,friend,1.0
68b9295d427214137a73519a,68b9295d427214137a735192,friend,1.0
68b9295d427214137a73519a,68b9295e427214137a735b3e,friend,1.0
68b9295d427214137a73519a,68b9295d427214137a73518d,friend,1.0
68b9295d427214137a73519a,68b9295d427214137a7351be,friend,1.0
68b9295d427214137a73519a,68b9295d427214137a7351e7,friend,1.0
68b9295d427214137a73519a,68b9295d427214137a7351ce,friend,1.0
68b9295d427214137a73519a,68b9295e427214137a735f6d,friend,1.0
68b9295d427214137a73519a,68b9295d427214137a735197,friend,1.0
68b9295d427214137a73519a,68b9295d427214137a73518e,friend,1.0
68b9295d427214137a73519a,68b9295d427214137a7351fc,friend,1.0
68b9295d427214137a73519a,68b9295e427214137a735ae9,friend,1.0
68b9295d427214137a73519b,68b9295e427214137a735eb3,friend,1.0
68b9295d427214137a73519b,68b9295d427214137a7354d9,friend,1.0
68b9295d427214137a73519b,68b9295d427214137a735192,friend,1.0
68b9295d427214137a73519b,68b9295d427214137a735190,friend,1.0
68b9295d427214137a73519b,68b9295d427214137a735193,friend,1.0
68b9295d427214137a73519b,68b9295d427214137a7352c7,friend,1.0
68b9295d427214137a73519b,68b9295d427214137a7351cc,friend,1.0
68b9295d427214137a73519b,68b9295d427214137a73519a,friend,1.0
68b9295d427214137a73519b,68b9295d427214137a7351c9,friend,1.0
68b9295d427214137a73519b,68b9295e427214137a735d4d,friend,1.0
68b9295d427214137a73519b,68b9295d427214137a735194,friend,1.0
68b9295d427214137a73519b,68b9295d427214137a7351f9,friend,1.0
68b9295d427214137a73519b,68b9295d427214137a735721,friend,1.0
68b9295d427214137a73519b,68b9295d427214137a735191,friend,1.0
68b9295d427214137a73519b,68b9295d427214137a73518f,friend,1.0
68b9295d427214137a73519c,68b9295d427214137a735190,friend,1.0
68b9295d427214137a73519c,68b9295d427214137a735192,friend,1.0
68b9295d427214137a73519c,68b9295d427214137a73518b,friend,1.0
68b9295d427214137a73519c,68b9295d427214137a7351fa,friend,1.0
68b9295d427214137a73519c,68b9295d427214137a73548d,friend,1.0
68b9295d427214137a73519c,68b9295d427214137a73519a,friend,1.0
68b9295d427214137a73519c,68b9295d427214137a73566c,friend,1.0
68b9295d427214137a73519c,68b9295d427214137a735189,friend,1.0
68b9295d427214137a73519c,68b9295e427214137a735e5b,friend,1.0
68b9295d427214137a73519c,68b9295d427214137a73579f,friend,1.0
68b9295d427214137a73519c,68b9295e427214137a735cec,friend,1.0
68b9295d427214137a73519c,68b9295e427214137a735bbd,friend,1.0
68b9295d427214137a73519c,68b9295d427214137a7351b7,friend,1.0
68b9295d427214137a73519c,68b9295d427214137a73518a,friend,1.0
68b9295d427214137a73519c,68b9295d427214137a735199,friend,1.0
68b9295d427214137a73519c,68b9295d427214137a73518d,friend,1.0
68b9295d427214137a73519c,68b9295d427214137a735193,friend,1.0
68b9295d427214137a73519c,68b9295d427214137a735198,friend,1.0
68b9295d427214137a73519c,68b9295d427214137a735195,friend,1.0
68b9295d427214137a73519c,68b9295e427214137a735a58,friend,1.0
68b9295d427214137a73519c,68b9295d427214137a7351c9,friend,1.0
68b9295d427214137a73519c,68b9295d427214137a7351ca,friend,1.0
68b9295d427214137a73519c,68b9295d427214137a7351a1,friend,1.0
68b9295d427214137a73519c,68b9295d427214137a735683,friend,1.0
68b9295d427214137a73519c,68b9295d427214137a73586e,friend,1.0
68b9295d427214137a73519d,68b9295d427214137a73518c,friend,1.0
68b9295d427214137a73519d,68b9295e427214137a7359ce,friend,1.0
68b9295d427214137a73519d,68b9295d427214137a735193,friend,1.0
68b9295d427214137a73519d,68b9295d427214137a73518a,friend,1.0
68b9295d427214137a73519d,68b9295d427214137a7351c0,friend,1.0
68b9295d427214137a73519d,68b9295d427214137a7351de,friend,1.0
68b9295d427214137a73519d,68b9295e427214137a735ea3,friend,1.0
68b9295d427214137a73519d,68b9295d427214137a7351f7,friend,1.0
68b9295d427214137a73519d,68b9295d427214137a7351b0,friend,1.0
