node,E,B,P,K,H,A,E_n,B_n,A_n,P_n,K_n,H_n,Base,Reach,Influence_I
2002,0.03624644358074897,0.0035667445527031135,136,0.9954988747186797,0.03908818040530146,0.19205097825862674,0.6185101037937956,0.8925658725842475,0.14334146815869409,0.8378378378378379,0.991727493917275,0.43735432941931973,0.6679106139304521,0.8993937002696129,0.7373555398322003
46,0.04135852235397866,0.002689704695750467,117,0.9989997499374844,0.04342192693982921,0.8815775742573624,0.7129861989825347,0.6724617052127523,0.8744381407194182,0.7094594594594594,0.9985401459854016,0.4858442511764506,0.6975443505481399,0.8250917340698363,0.7358085656046487
4,0.04374411915721317,0.0022331099999976026,126,0.9954988747186797,0.0509562803144299,0.6377736181178929,0.7570743049492478,0.5578735316671212,0.615935768040767,0.7702702702702704,0.991727493917275,0.5701454909269137,0.6809107054180691,0.8588531597290723,0.73429344171137
824,0.03802971584458116,0.002809624478843033,126,0.9984996249062266,0.049372113557017275,0.8659379105386498,0.6514666773559061,0.702557080924263,0.8578555952874208,0.7702702702702704,0.9975669099756691,0.5524203836772908,0.672160929639058,0.8611889261524299,0.7288693285930696
3050,0.03623378140814306,0.0027784155188424827,138,0.9939984996249063,0.04319747857061298,0.9081689503686148,0.6182760947580435,0.6947248004400908,0.9026326537469954,0.8513513513513513,0.988807785888078,0.48333291744359386,0.6486813755463827,0.906333925166042,0.7259771404322805
989,0.04248861131248659,0.002276672001240568,121,0.991747936984246,0.045565815445878545,0.8350936849703205,0.7338713216013095,0.5688059630003264,0.8251518376491016,0.7364864864864866,0.9844282238442822,0.5098320375146917,0.6777137756190732,0.8356631814296049,0.7250985973622326
656,0.03890286586402046,0.002698388475765101,131,0.9937484371092773,0.04539197365821304,0.6421407130938637,0.6676033231334673,0.6746410088722227,0.6205661457872038,0.8040540540540542,0.9883211678832117,0.5078869365230071,0.6593769506572578,0.8777608995857171,0.7248921353357956
3060,0.03593084256562877,0.0032552555189410506,140,0.994498624656164,0.032455149776792445,0.30615027289495284,0.6126774957944237,0.8143937873841879,0.26431956404971413,0.8648648648648649,0.9897810218978101,0.3631379132937967,0.643297507559086,0.9148313276780431,0.7247576535947731
2616,0.033621258193375005,0.0034213231974107947,146,0.991997999499875,0.03325169177109274,0.3195731136091247,0.5699941721058066,0.8560705570396788,0.2785516389825593,0.9054054054054055,0.9849148418491486,0.37205035398966196,0.6313477700239987,0.9372091799829028,0.7231061930116699
248,0.04225725087650168,0.002571145176513393,122,0.9964991247811953,0.03337855319653617,0.3451094871362819,0.7295955599116654,0.6427077048001463,0.30562754558762756,0.7432432432432432,0.9936739659367396,0.3734697957001404,0.6645245144514316,0.8434155323206418,0.7181918198121946
24,0.04343757360902231,0.002292768269163056,113,0.9987496874218554,0.049378798880091335,0.6047240795891117,0.7514090506221384,0.5728455235981511,0.5808937438632055,0.6824324324324325,0.9980535279805353,0.5524951851891466,0.6793685339053458,0.8086808706516735,0.718162234929244
270,0.040429135698292734,0.002746376170447457,120,0.9982495623905977,0.03079230262707709,0.5298476888715795,0.6958102464894836,0.6866841235589795,0.5015032164715038,0.7297297297297298,0.9970802919708032,0.34453245781979486,0.665793168675949,0.8366699546261591,0.717056204461012
2597,0.03589111694588625,0.0029505073859504996,149,0.9909977494373593,0.042746074412460394,0.13962684168390938,0.6119433284236312,0.7379134158957522,0.08775679305833711,0.9256756756756757,0.9829683698296837,0.4782821946716753,0.616841971209405,0.9485927533372789,0.716367205847767
25,0.04449023004803552,0.0018600453541748226,123,0.9954988747186797,0.08395369339160273,0.19710281720386957,0.7708631463716098,0.4642482732554066,0.1486978716166783,0.75,0.991727493917275,0.9393507422151495,0.6561948004911793,0.8466909975669099,0.7133436596138985
981,0.03733958214545334,0.0029053734066530547,119,0.9952488122030507,0.03086161405365897,0.8990855658962434,0.6387123478660723,0.7265864769263607,0.8930016515465341,0.722972972972973,0.9912408759124088,0.3453079774827594,0.6631188332490162,0.8302801341487474,0.7132672235189355
831,0.04029282155185035,0.0023384365542695644,123,0.994748687171793,0.05544318092654794,0.6962382462437084,0.6932910309519019,0.5843065533209939,0.6779251029457868,0.75,0.9902676399026765,0.6203490406454335,0.6561802917470003,0.8461070559610706,0.7131583210112213
233,0.04326054654751412,0.0022102447429894127,115,0.9967491872968242,0.03544214652060954,0.6522493909372968,0.7481374215538202,0.5521352082424485,0.6312842540925373,0.695945945945946,0.9941605839416058,0.3965591660695498,0.6659151864131311,0.8152318011442099,0.7107101708324547
238,0.04045101937150857,0.002533183410649485,132,0.9949987496874219,0.03647311844863848,0.1752973611734024,0.696214677658394,0.6331807228720282,0.12557781150579467,0.8108108108108107,0.9907542579075427,0.40809462337551544,0.6343666452007103,0.8827881896495036,0.7088931085353483
2596,0.03346705410514601,0.0029881890084402173,136,0.9907476869217304,0.03130141445065607,0.8581764231508734,0.5671443333681279,0.7473700923256287,0.8496261845058014,0.8378378378378379,0.9824817518248176,0.3502288667570252,0.6244903802817066,0.8956954034326299,0.7058518872269834
276,0.03911861029981723,0.0024920369421521657,119,0.997249312328082,0.03102222644493669,0.8635756130725231,0.6715904862342227,0.6228544998194665,0.8553508799840432,0.722972972972973,0.9951338199513383,0.3471050558822997,0.6499334384796907,0.8318373117643192,0.7045046004650791
246,0.04109268671137465,0.0024449250222156158,121,0.9962490622655664,0.02773954411474578,0.48852484527674067,0.708073302568118,0.6110311718045496,0.45768910744620195,0.7364864864864866,0.9931873479318737,0.310375402203599,0.6465565585647257,0.8391668310646414,0.7043396403147004
9,0.04268530582301953,0.0022492766081659153,115,0.9979994998749687,0.05650508827309544,0.24660717040045574,0.7375064239001092,0.5619307450330808,0.2011867358741512,0.695945945945946,0.9965936739659368,0.6322306317207689,0.6527539462297357,0.8162050371539424,0.7017892735069977
1558,0.03195779346261387,0.0034363673407506387,133,0.9979994998749687,0.032470147155039784,0.4301802107298091,0.5392517561106769,0.8598460737592258,0.3958270002750503,0.8175675675675675,0.9965936739659368,0.36330571768475073,0.6194615116921639,0.8891780101269153,0.7003764612225893
633,0.03795764660987722,0.0023863848415388664,126,0.9954988747186797,0.04769871753044815,0.7503206979307886,0.650134769108771,0.5963397782225035,0.7352680694126276,0.7702702702702704,0.991727493917275,0.5336968977164598,0.632431043288468,0.8588531597290723,0.7003576782206492
619,0.03957303567270182,0.0019357322410481076,134,0.9882470617654414,0.06172210888679165,0.6493662873449931,0.679988700872394,0.4832428481132336,0.628227334380937,0.8243243243243243,0.977615571776156,0.6906034321021449,0.6189076132815606,0.885640823305057,0.6989275762886096
129,0.03924858151719778,0.002310401650914994,129,0.9954988747186797,0.067581415718406,0.12779337497070156,0.6739924783884406,0.5772708422170101,0.0752099120691371,0.7905405405405406,0.991727493917275,0.7561627184038211,0.6191453712218152,0.8710153218912343,0.6947063564226409
1002,0.038669292099085435,0.002621142549436766,125,0.994748687171793,0.03378418886478846,0.2239032693897363,0.663286657012211,0.6552551734822398,0.17711406546606806,0.7635135135135136,0.9902676399026765,0.3780084187272941,0.6223046704616667,0.8542151640691789,0.6918778185439203
2197,0.03440581164339986,0.0030617174999376497,131,0.9932483120780196,0.04362851832741538,0.16641186687134063,0.5844934687155053,0.7658229907553042,0.116156629848711,0.8040540540540542,0.9873479318734796,0.4881557846590709,0.6106585991812835,0.8773716051818243,0.6906725009814457
1025,0.04030074354167298,0.0024955901410076936,119,0.9939984996249063,0.03453880293287118,0.18077004217186549,0.6934374368853328,0.6237462196990152,0.13138042867992614,0.722972972972973,0.988807785888078,0.3864517314191261,0.6290779360458568,0.829306898139015,0.6891466246738043
2204,0.03523297998588945,0.002494069584578567,137,0.9904976244061016,0.05176696050537724,0.46232692918027496,0.5997803292137026,0.6233646169655465,0.42991177529208985,0.8445945945945947,0.9819951338199514,0.579216122703808,0.5973339775176804,0.8995548102847374,0.6880002273477974
1195,0.03291701118353862,0.0029609321181211954,130,0.9952488122030507,0.04998548424666881,0.4527610258798952,0.556979015162978,0.7405296333644478,0.4197691642404951,0.7972972972972974,0.9912408759124088,0.5592833362086301,0.6052989241295773,0.8748747287433419,0.6861716655137067
2635,0.03286991423584204,0.0031962072972784843,136,0.9959989997499374,0.028009087423775055,0.15384463419742708,0.5561086186156904,0.7995748945359596,0.10283174572602308,0.8378378378378379,0.9927007299270073,0.3133912993865227,0.5943487917858294,0.8997829946735058,0.6859790526521323
2417,0.032090074642470955,0.002762440242263263,136,0.9939984996249063,0.05394655625627503,0.6715089204281119,0.5416964385763113,0.6907156041394621,0.6517048992243254,0.8378378378378379,0.988807785888078,0.6036034343707847,0.594997961067381,0.898225817057934,0.6859663178645469
1586,0.03232168620658574,0.002896279621424812,125,0.9962490622655664,0.04092589740482114,0.8734204405904482,0.5459768413534963,0.7243042773090341,0.8657892309948033,0.7635135135135136,0.9931873479318737,0.45791638878492796,0.6110626689937946,0.8553830472808577,0.6843587824799136
976,0.03792594364975545,0.0024454931781750177,129,0.994498624656164,0.03028710159777758,0.21189957312117996,0.6495488681453676,0.6111737576783728,0.16438669214748008,0.7905405405405406,0.9897810218978101,0.33887980642747606,0.5982447731194802,0.8702367330834484,0.6798423611086706
1360,0.030748991948370354,0.003146842923862392,131,0.997249312328082,0.026059470488482395,0.6582728182359853,0.5169119503310778,0.7871862850304384,0.6376708208776865,0.8040540540540542,0.9951338199513383,0.2915772011471525,0.5927654568090202,0.8804859604129678,0.6790816078902044
236,0.0417646896575539,0.0019089370701453486,113,0.9937484371092773,0.0446170495908284,0.5175711050492245,0.7204925584377284,0.47651826343857484,0.4884865037949807,0.6824324324324325,0.9883211678832117,0.49921637697462923,0.6246361581326899,0.8047879266127441,0.6786816886767062
137,0.03736998607635955,0.0022179107029103844,123,0.9939984996249063,0.053577287729536544,0.5594443037445604,0.6392742415296538,0.5540590771660018,0.5328841476469813,0.75,0.988807785888078,0.5994717202000871,0.6064000614599462,0.8455231143552312,0.6781369773285316
1350,0.03000527011791261,0.003241228408284518,137,0.9959989997499374,0.03721205812190734,0.28569130826155154,0.5031672610246026,0.8108735077900409,0.24262717240838483,0.8445945945945947,0.9927007299270073,0.4163625565955535,0.5781118954019707,0.9038370487275598,0.6758294413996474
3039,0.032789227252826104,0.0028947409938035492,129,0.9954988747186797,0.031114354348305277,0.3434553657615166,0.5546174461541421,0.7239181393829317,0.3038737007901678,0.7905405405405406,0.991727493917275,0.3481358671654238,0.5825463879051443,0.8710153218912343,0.6690870681009713
267,0.03809713162544221,0.002150603758191407,115,0.9979994998749687,0.037029142514297994,0.6652512413228989,0.6527125853343209,0.5371675540405143,0.6450699580946835,0.695945945945946,0.9965936739659368,0.4143159294034762,0.6057471117876548,0.8162050371539424,0.6688844893975411
826,0.035622308889434705,0.002516211707145747,121,0.991997999499875,0.04022990556277891,0.4702140413431941,0.6069754989641545,0.6289214607199687,0.43827438449655626,0.7364864864864866,0.9849148418491486,0.450128995199413,0.5972819065792817,0.8358578286315514,0.6688546831949627
1191,0.031760982810522406,0.0027845068790156398,124,0.991997999499875,0.05377277811708969,0.6440714696287992,0.535614507405019,0.6962535037805879,0.6226133034841042,0.7567567567567568,0.9849148418491486,0.6016590455365367,0.5914583730282197,0.8480199907937136,0.6684268583578679
816,0.03774040608305751,0.0021367372644549203,129,0.9939984996249063,0.05456920427084149,0.11451572174169813,0.6461199568178985,0.5336875832797371,0.06113177766290841,0.7905405405405406,0.988807785888078,0.6105701901023473,0.581363347462923,0.8698474386795556,0.6679085748279128
1713,0.033413194326488954,0.0026014946573758462,131,0.9939984996249063,0.057216854604463574,0.2617369776875508,0.5661489532495947,0.6503242881998995,0.2172286867260375,0.8040540540540542,0.988807785888078,0.6401945247270686,0.5776578189823819,0.8779555467876637,0.6677471373239664
280,0.04127993126217271,0.0020958896365296455,114,0.9964991247811953,0.03281245236984766,0.07605959428926243,0.711533760591067,0.5234363580220477,0.020357212935171037,0.6891891891891893,0.9936739659367396,0.3671357416492003,0.603325811490473,0.8109830998882095,0.665622998009794
2419,0.031120660424228213,0.002338073473708303,139,0.989247311827957,0.06381996516668204,0.7267037213173675,0.5237807385210564,0.584215433693999,0.7102272760361118,0.8581081081081081,0.9795620437956206,0.7140761677730314,0.5607482454112908,0.9066896823831131,0.6645306765028374
1562,0.03124118165672519,0.002773024772758223,135,0.9934983745936484,0.05125367000970231,0.27170220702367437,0.5260080859346519,0.6933719250046348,0.227794698321851,0.8310810810810811,0.9878345498783455,0.5734729589595378,0.5636798119262509,0.8937824685999869,0.6627106089283716
627,0.03569328077646545,0.002426321934464108,121,0.994498624656164,0.03385610774620406,0.3587335628617919,0.6082871271788748,0.6063624932859797,0.32007298755815594,0.7364864864864866,0.9897810218978101,0.3788131129808501,0.581825329320069,0.8378043006510161,0.6586190207193532
996,0.03559861287716173,0.0027893804309914944,113,0.9964991247811953,0.02846172887225363,0.148866703553174,0.6065375740395975,0.697476582858789,0.0975537063416537,0.6824324324324325,0.9936739659367396,0.3184558660947721,0.5939659979032164,0.8069290458341554,0.657854912282498
2001,0.033934079818456336,0.0021407122003162925,127,0.9924981245311327,0.04583047127801053,0.7684635092263469,0.5757754143243431,0.5346851433577504,0.7545046718091857,0.777027027027027,0.9858880778588807,0.5127932491338771,0.5692356876490842,0.8605714473597685,0.6566364155622895
134,0.034339035080218364,0.002325502220775064,108,0.9964991247811953,0.04449121259960003,0.8926129636618665,0.5832593740899394,0.5810605198805023,0.8861388300341775,0.6486486486486487,0.9936739659367396,0.4978083975715418,0.5934711417984003,0.7866587755638851,0.6514274319280458
1875,0.030303805855962446,0.0026556956982105406,124,0.9927481870467617,0.04909365304422866,0.6233075221465002,0.5086844864149731,0.663926720140724,0.6005975422333775,0.7567567567567568,0.986374695863747,0.549304712659156,0.5618838206358276,0.8486039323995529,0.6478998541649452
253,0.03511948401859901,0.002580522143193624,107,0.9979994998749687,0.01816030112005198,0.5330747351206656,0.5976828154067126,0.6450609723594951,0.5049248144034721,0.6418918918918919,0.9965936739659368,0.20319406623839745,0.5875339249839695,0.7837726047215099,0.6464055289052316
461,0.03460812802330963,0.0022623044291690897,113,0.9959989997499374,0.03082201643440712,0.760659047975126,0.5882324685264414,0.5652002403380398,0.7462296963622528,0.6824324324324325,0.9927007299270073,0.3448649230853706,0.5770542841896579,0.8065397514302624,0.6458999243618392
2602,0.03284353811285638,0.002100793349909791,141,0.9847461865466367,0.036556277873201,0.43282359909718815,0.5556211626870079,0.5246670064834706,0.3986297528460042,0.8716216216216217,0.9708029197080293,0.4090250871112872,0.5311555415551106,0.9112941408561848,0.6451971213454328
2032,0.031978367302285426,0.002442951151856644,121,0.994498624656164,0.03868610504596022,0.6599747628283645,0.5396319803054578,0.6105358042469448,0.6394753720517699,0.7364864864864866,0.9897810218978101,0.4328555423860694,0.5605564751792501,0.8378043006510161,0.6437308228207799
1,0.03846853835561358,0.00185816743571968,106,0.9967491872968242,0.04939210550843065,0.4850061584037121,0.6595765362141779,0.4637769860331851,0.4539582865038593,0.6351351351351351,0.9941605839416058,0.5526440719230347,0.5852091354598069,0.7787453146577233,0.6432699892191818
254,0.03863598746405434,0.0019461808999022639,102,0.9939984996249063,0.029778203834173515,0.67698973934967,0.6626711555676909,0.4858650702836532,0.6575161449394454,0.6081081081081081,0.988807785888078,0.33318579258911735,0.5928973113021385,0.760387979220096,0.6431445116775257
2207,0.03085789750378105,0.0027163612297623836,124,0.9939984996249063,0.0335484126898016,0.4356753019327821,0.5189246289449997,0.6791514972184304,0.40165337871675816,0.7567567567567568,0.988807785888078,0.37537033913813916,0.5539514124252737,0.8495771684092853,0.6426391392204771
465,0.034688339282824616,0.0020529460166488324,119,0.9952488122030507,0.039459323043682486,0.6357958555195802,0.5897148491636159,0.5126591172582968,0.6138387703859527,0.722972972972973,0.9912408759124088,0.44150701286595145,0.5603939338382538,0.8302801341487474,0.6413597939314017
2587,0.03224483650047693,0.002488179753163826,122,0.9897474368592148,0.027340628539416198,0.5634043652493589,0.5445565854318578,0.6218864897980942,0.5370829527490535,0.7432432432432432,0.9805352798053529,0.30591196972518336,0.5554496443222547,0.838160057868087,0.6402627683860044
127,0.03627665206808046,0.0018226811640128493,116,0.9969992498124531,0.07176346727425388,0.3063345149002962,0.6190683854735659,0.4548712604550004,0.26451491360959195,0.7027027027027026,0.9946472019464722,0.8029553379332993,0.5612759219977843,0.8194805024002105,0.6387372961185122
3056,0.030479243369313416,0.002658718856566548,131,0.986496624156039,0.03049290460592027,0.3227696065637693,0.5119267391161283,0.6646854196998219,0.28194084162762845,0.8040540540540542,0.9742092457420924,0.341182518799488,0.5377178374009793,0.8721161307292695,0.6380373253994663
445,0.03408338464369474,0.0018652103976182824,119,0.9909977494373593,0.04009022516917113,0.9325706752381137,0.5785347100056281,0.46554450577841916,0.9285055061653894,0.722972972972973,0.9829683698296837,0.44856612314331,0.5556377592023375,0.8269711317156573,0.6370377709563334
1192,0.03143213317964101,0.0024852417829580014,123,0.9967491872968242,0.04843442324930463,0.3497563846386854,0.5295370523406276,0.6211491692752138,0.3105545945534722,0.75,0.9941605839416058,0.5419286464953513,0.5466911442393818,0.8476642335766422,0.63698307104056
