node,betweenness,eigenvector,betweenness_norm,eigenvector_norm,influence_weight
625,0.0031900540258595757,0.04629972026846255,0.620998030014644,0.6258527031147773,0.6234253665647107
233,0.002428598687206774,0.0564210401082748,0.4727678554112191,0.762666820869836,0.6177173381405275
266,0.003141941660842091,0.04593875936383679,0.6116321435271408,0.6209734434439004,0.6163027934855205
827,0.003363922714020455,0.04248474715460664,0.6548445141035907,0.5742841143247654,0.6145643142141781
13,0.0033558190431508526,0.04239537804543941,0.6532669973577563,0.5730760746600987,0.6131715360089275
440,0.0031914033933356967,0.044547284589670694,0.621260707241313,0.6021642963544941,0.6117125017979035
819,0.0031593725624163866,0.04479229950031003,0.6150253636579817,0.6054762654816922,0.6102508145698369
445,0.003114529703981529,0.04538949754451405,0.6062959419859557,0.6135488414733561,0.6099223917296559
975,0.003076321262739562,0.04589533528187328,0.5988580219542414,0.6203864619476934,0.6096222419509674
979,0.0028508603885826467,0.048490056232495506,0.5549682453041117,0.6554603913658288,0.6052143183349703
617,0.003656102118820787,0.036012504045978146,0.7117221824192447,0.4867960944995078,0.5992591384593762
439,0.002762754692348137,0.048872117112550253,0.5378169797295557,0.6606248682384795,0.5992209239840176
826,0.0031063062452388506,0.043729918668404304,0.604695106502383,0.5911156189911685,0.5979053627467757
2,0.002943250227335346,0.046027727392321485,0.5729534917587817,0.6221760615330612,0.5975647766459214
447,0.003019228401440433,0.044862779259287035,0.5877439298080732,0.6064289698914569,0.597086449849765
1000,0.002880138574788081,0.04568030096429632,0.5606677399862049,0.617479753048857,0.589073746517531
19,0.0029479928003031037,0.04420685903949592,0.5738767138880323,0.5975626216672425,0.5857196677776374
438,0.0026578598075740556,0.048074407749239795,0.5173974143318301,0.6498418967986308,0.5836196555652304
127,0.0030820576937568593,0.04182428071735365,0.5999747153808039,0.5653563129757595,0.5826655141782817
24,0.0032724095765630395,0.03835248620469945,0.6370299324003227,0.518426613016347,0.5777282727083348
628,0.003222533984181508,0.03846910590434706,0.6273208038515049,0.5200030103215075,0.5736619070865062
259,0.0026108160967134426,0.047206750559096025,0.508239559470376,0.6381134112985071,0.5731764853844415
1357,0.003257911906198836,0.037875208073007816,0.6342077153898926,0.5119750446888328,0.5730913800393627
238,0.002681363929230861,0.04602566192580834,0.5219728895832775,0.6221481417574567,0.5720605156703671
831,0.002827648728895847,0.0437215512878342,0.5504497027270816,0.5910025136048416,0.5707261081659616
1189,0.0030493057387387004,0.04052622887597558,0.5935989927815841,0.5478100027821116,0.5707044977818478
976,0.002623126599757045,0.046422687485733714,0.510636007328812,0.6275149024731626,0.5690754549009873
1197,0.0034104164733992502,0.034855678600587824,0.66389531159735,0.47115880062750465,0.5675270561124274
250,0.0023370145352726384,0.049733986862450875,0.454939449537643,0.6722751224858163,0.5636072860117296
2197,0.0033882865276674235,0.03446569568386375,0.6595873429571976,0.4658872382684854,0.5627372906128415
251,0.0026612430926464853,0.04491369965759252,0.5180560280568407,0.6071172822341315,0.5625866551454861
636,0.0031215660441240973,0.03786081276593303,0.6076656847337671,0.5117804572962378,0.5597230710150025
2207,0.003315048971983958,0.03493542363891221,0.6453304126877282,0.4722367476972908,0.5587835801925095
989,0.0029114846738095544,0.040661338022303505,0.5667697889117662,0.5496363296790033,0.5582030592953848
241,0.0027402616706752197,0.04296444197668839,0.533438332209881,0.5807683500680755,0.5571033411389783
461,0.0029326839378099943,0.03982686841445864,0.5708965845946344,0.5383564546234174,0.5546265196090259
451,0.002631374332652177,0.044148341443968536,0.5122415681871689,0.5967716148290103,0.5545065915080896
270,0.0022981796482776967,0.048672526768717216,0.44737958123315497,0.6579269219986488,0.5526532516159018
4,0.002740334555468231,0.04176457511544829,0.5334525204689233,0.5645492473579351,0.5490008839134293
252,0.0027968515248309924,0.04093019133872703,0.5444545054986959,0.5532705325175818,0.5488625190081389
1001,0.002837799434144741,0.04031288665537729,0.5524257093751583,0.5449261666665638,0.548675938020861
130,0.003165531711379921,0.03513355006640399,0.6162243462902244,0.4749149055670408,0.5455696259286326
261,0.0022987427573240345,0.04725207190482068,0.44748919994356695,0.6387260389032984,0.5431076194234327
1188,0.0029164726367654097,0.03826617953837355,0.5677407803571345,0.5172599696737158,0.5425003750154251
460,0.0027545234827832075,0.040393349242204266,0.5362146354171952,0.5460138131398746,0.541114224278535
455,0.0028497851227836006,0.03860752104128253,0.5547589266099652,0.5218740256775565,0.5383164761437609
1004,0.0027269842074481433,0.04029538358759371,0.5308536491791964,0.5446895703713456,0.5377716097752709
254,0.0022392255290476907,0.0469081103157611,0.43590316371598853,0.6340765660980118,0.5349898649070002
1547,0.002781670167415296,0.03849246382485696,0.5414991972275279,0.5203187491122712,0.5309089731698995
824,0.0026625861199856384,0.03993239277032906,0.5183174710684979,0.539782871521468,0.5290501712949829
289,0.0022692043607569455,0.0455128872012486,0.4417390509087051,0.6152167511228303,0.5284779010157676
452,0.002603932904862437,0.04057741848838937,0.5068996296306186,0.5485019542045997,0.5277007919176091
815,0.002447475287599283,0.042664987791005166,0.4764425052955461,0.576720502468086,0.526581503881816
623,0.0027170374310837805,0.03840964559699704,0.5289173407414103,0.5191992604528848,0.5240583005971475
465,0.0024158303739356336,0.04274307800921369,0.47028228704036634,0.5777760806415446,0.5240291838409554
138,0.0030542166365084417,0.03346247916905113,0.5945549821836102,0.45232634062235993,0.5234406614029851
2204,0.002747658861277169,0.03760752407522657,0.534878320609518,0.5083566480198992,0.5216174843147086
618,0.0024786399857928635,0.04145159018281077,0.4825092414784857,0.5603184989864636,0.5214138702324747
816,0.00249640081412205,0.04092805336456915,0.48596668743847415,0.5532416326257868,0.5196041600321305
1192,0.002938320024735755,0.03440502752509114,0.5719937443447567,0.46506716136649395,0.5185304528556254
1349,0.002849562584775529,0.035649856344412124,0.5547156058186885,0.4818940336881803,0.5183048197534343
280,0.0024472434841364744,0.041315194994851506,0.4763973808266224,0.5584747881264155,0.5174360844765189
484,0.0023425655976562296,0.04149391585049677,0.45602005782099947,0.5608906327570096,0.5084553452890045
1721,0.0030275658056510774,0.03134811873555676,0.5893669467063061,0.4237456454261787,0.5065562960662424
974,0.002182650366371211,0.043501583794658606,0.4248898503723736,0.588029120906072,0.5064594856392228
1549,0.0030735838705203654,0.0305370677043023,0.5983251422093473,0.4127823290749914,0.5055537356421693
988,0.0023911349703880287,0.04012313538907363,0.4654749085981323,0.542361219357012,0.5039180639775721
1005,0.0026499513383775,0.03611292986359775,0.5158578968968018,0.4881535923214234,0.5020057446091126
469,0.0024454669689159916,0.03894304297683443,0.476051552059063,0.5264094161529606,0.5012304841060118
821,0.002494224478578953,0.03779973431226246,0.4855430268753745,0.5109548342663328,0.4982489305708536
18,0.002422171456494714,0.03858939549370638,0.4715166861274752,0.5216290150623694,0.4965728505949223
627,0.002751139421050333,0.033714753646341945,0.5355558705020785,0.4557364403513397,0.4956461554267091
832,0.0023559205657801017,0.03923967801803149,0.45861982849215543,0.5304191561966429,0.4945194923443992
1191,0.0026033077407774776,0.03530769642240174,0.5067779308562252,0.4772689147706994,0.49202342281346234
279,0.0020585173338493485,0.04298936465945721,0.4007252537759103,0.5811052404054101,0.4909152470906602
9,0.002466185530254471,0.03636154179670679,0.48008477082954026,0.49151418390730534,0.48579947736842277
244,0.002000049645250464,0.04294661638287043,0.3893435282173177,0.580527394053419,0.48493546113536834
140,0.0023683953759057064,0.037570737429100186,0.4610482615061449,0.5078593875227897,0.4844538245144673
472,0.0022889075716256064,0.03868187249194544,0.4455746145183542,0.5228790653647959,0.484226839941575
837,0.002494573785853755,0.035549919091562965,0.485611025450873,0.48054314000081355,0.48307708272584327
124,0.0027681377514083665,0.031579823904342746,0.5388648833213935,0.426877701200372,0.48287129226088277
1376,0.0028306900013961678,0.03021675316489125,0.5510417379139866,0.4084525033400847,0.4797471206270356
1222,0.0027766511873215396,0.030709705995892657,0.5405221677710862,0.41511595314067584,0.477819060455881
242,0.0017435417215351451,0.04546120347966143,0.3394099176831081,0.6145181206197773,0.4769640191514427
634,0.0024656456523263026,0.03503388927654231,0.47997967444962847,0.4735677489456222,0.47677371169762534
122,0.002381100115032972,0.03600585617170129,0.46352145409345724,0.48670623239965033,0.4751138432465538
1358,0.0024105184675106968,0.035571686156150535,0.46924823451374215,0.4808373745260335,0.4750428045198878
1017,0.0024192134709881867,0.03514690021124872,0.47094086416412456,0.4750953650641955,0.47301811461416
1534,0.0025932460490610005,0.03256253034618691,0.5048192521994075,0.4401613556032563,0.4724903039013319
444,0.0019959332998757064,0.04087833628684384,0.388542211892308,0.5525695860711871,0.47055589898174754
1010,0.0023806656740221694,0.03508837145372405,0.4634368827947648,0.4743042073445728,0.4688705450696688
1199,0.002292234739129097,0.03619093898879556,0.44622230400839025,0.48920807432670504,0.4677151891675476
1016,0.0020407082996378384,0.0394195555765828,0.39725842372470727,0.5328506364646933,0.4650545300947003
1348,0.0023800556600394786,0.03440282174403524,0.46331813324429905,0.4650373449004698,0.4641777390723844
137,0.0025476208384289994,0.03193247857903438,0.495937532425448,0.4316446820836704,0.4637911072545592
629,0.0025188225103699446,0.032242857877942455,0.4903314502564886,0.4358402090131236,0.4630858296348061
2217,0.0023590809503602865,0.034340651764641295,0.4592350508622075,0.46419696726037424,0.46171600906129084
21,0.002348293132580035,0.034418102907385444,0.45713501947233537,0.46524390678322,0.46118946312777764
2001,0.0025604250666953115,0.03063904773136368,0.4984300922582223,0.41416083579663043,0.4562954640274264
849,0.002133742065173406,0.03656758503392387,0.41536902143060794,0.49429935660863306,0.45483418901962047
993,0.0017671147487307009,0.04168970457505454,0.34399880656437937,0.5635371909174773,0.4537679987409283
1537,0.0024239498821790853,0.03221656445194218,0.4718628867991784,0.43548478976564214,0.45367383828241026
1560,0.00238937661755028,0.032527408124369606,0.4651326154458969,0.43968659382637515,0.452409604636136
624,0.0021808853499380053,0.035458242293132075,0.42454626003845475,0.4793039063342127,0.45192508318633373
271,0.001693850714453592,0.042469421880658165,0.32973672178832275,0.5740769561805905,0.4519068389844566
10,0.002156259859149334,0.035528600618189264,0.41975249129850745,0.48025496927084266,0.45000373028467505
15,0.002316733937834253,0.03315494775784975,0.4509914878559082,0.44816930978335967,0.44958039881963396
257,0.0018427701547097468,0.03988660912344083,0.3587264123328385,0.5391639947982976,0.448945203565568
1999,0.00250882533257727,0.029925777220203273,0.4883853303272864,0.4045192596732025,0.44645229500024447
246,0.0017969419912863477,0.04011484579020869,0.349805184361644,0.5422491653785586,0.4460271748701013
648,0.0023224434535780813,0.03247727763448801,0.4521029417687615,0.4390089590065761,0.4455559503876688
274,0.0016901183818856988,0.041535158175448124,0.32901016005826034,0.5614481225302497,0.445229141294255
16,0.0022503345700809847,0.03305030150852666,0.43806572665100607,0.44675476261914515,0.4424102446350756
1007,0.0019061990177611453,0.03780518278001057,0.3710739145010419,0.5110284834859872,0.4410511989935145
983,0.0018298420418342567,0.03860484790918734,0.35620973626327784,0.521837891831869,0.4390238140475734
450,0.001906586878299411,0.037493096899629354,0.3711494181220561,0.5068098879802692,0.4389796530511626
985,0.0020161766971472507,0.03585212992094337,0.39248293193169526,0.4846282503077784,0.43855559111973685
1193,0.001963368412378267,0.03652456309814227,0.38220290515341687,0.4937178110907331,0.437960358122075
999,0.0025278018820849273,0.028318361762599113,0.49207943699921186,0.38279115195814817,0.43743529447868
616,0.0023648353676185567,0.03058224490972985,0.46035524561511776,0.41339300827503966,0.4368741269450787
978,0.0019127521829954807,0.03690555844104037,0.3723495990718655,0.4988678846515303,0.4356087418616979
678,0.002434744845137607,0.029376949039768053,0.4739643091189828,0.3971005193810519,0.4355324142500173
2215,0.002252915239993142,0.031993046352546656,0.4385680977452185,0.43246340203606976,0.4355157498906441
1870,0.0023920086751050536,0.02992388340040556,0.46564499001483833,0.4044936601181137,0.435069325066476
459,0.0018679468086712724,0.0372525081456608,0.36362747431665704,0.5035577490658836,0.4335926116912703
25,0.002061483370535044,0.0343452747506089,0.4013026430376083,0.46425945809719815,0.43278105056740324
1195,0.002190815825837027,0.03244969510960811,0.4264793953146633,0.4386361144698333,0.4325577548922483
277,0.0020067243967281365,0.03503005423366569,0.3906428816091008,0.4735159090654463,0.4320793953372736
626,0.002381897137640197,0.029509433774619905,0.463676608039112,0.3988913710092626,0.4312839895241873
260,0.0016465354372139143,0.040074011821677254,0.32052600193303155,0.5416971955300126,0.43111159873152205
39,0.002386402435808265,0.02930749887865649,0.46455364061107446,0.3961617324766948,0.4303576865438846
620,0.0023043482570258653,0.030355164983627187,0.4485804053726495,0.4103234738426414,0.42945193960764544
139,0.0020287575781121996,0.03428993016475797,0.3949320134305507,0.46351134215920253,0.42922167779487663
984,0.0018089009867405007,0.03739625954809677,0.3521332053160797,0.5055008969568304,0.4288170511364551
654,0.0023438467639616376,0.029528888212312584,0.45626945853500933,0.39915434478851963,0.4277119016617645
2198,0.0021181045679097743,0.03244488119746209,0.41232491781469566,0.438571042803921,0.4254479803093083
1539,0.0022104735777619487,0.03099175926280358,0.43030610957120435,0.41892858523639925,0.4246173474038018
2002,0.002232771368725876,0.030609273133321152,0.43464675212773474,0.41375836008919586,0.4242025561084653
437,0.0018497627060477483,0.03597898534196598,0.3600876308484105,0.4863430081441415,0.423215319496276
494,0.00205343841717459,0.03294006119972538,0.3997365566491324,0.445264598210906,0.42250057743001923
2199,0.0019425072773186839,0.03429752151100833,0.37814193199407364,0.4636139575647281,0.4208779447794009
1384,0.001992894033421757,0.03341009347733048,0.38795056721629545,0.4516182212951199,0.4197843942557077
302,0.0018326585409923926,0.03567511431979752,0.3567580155132724,0.4822354563161897,0.419496735914731
3,0.0019297631328228538,0.03418885238105925,0.3756610684845599,0.46214503143883773,0.4189030499616988
141,0.0021173952114262643,0.03136778683365111,0.41218682956438174,0.424011507342538,0.41809916845345985
458,0.0017500047020677745,0.036466669021030476,0.34066804627474045,0.49293523261197214,0.4168016394433563
622,0.00208307783871988,0.031526567674742774,0.4055063719065524,0.42615781444815015,0.41583209317735126
43,0.00214608766950085,0.030530739384266876,0.4177723023482774,0.41269678652360275,0.4152345444359401
2004,0.002168746867549418,0.029954861699520427,0.42218329891316503,0.40491240675689505,0.41354785283503004
272,0.0016898753014200853,0.03679023856640852,0.3289628403297989,0.497309057625304,0.41313594897755146
147,0.0018334880149646472,0.034626705822957696,0.35691948666659545,0.4680636797285318,0.4124915831975636
637,0.0018544217484099887,0.03426734772233775,0.3609945923309599,0.46320608583044554,0.4121003390807027
841,0.0018755036081532354,0.033754898115909406,0.36509853328728065,0.4562790899537179,0.4106888116204993
50,0.0019411575001584244,0.03270652694792736,0.3778791750154504,0.44210781795585913,0.40999349648565475
148,0.0021651529973739183,0.02946069350834531,0.42148369123222224,0.3982325284240026,0.40985810982811244
454,0.001833401099471879,0.03419454582998494,0.35690256709427814,0.46222199217163545,0.40956227963295677
1568,0.002068842222341436,0.03069049405351367,0.4027351681415391,0.4148562572720992,0.40879571270681914
263,0.0014614243759358395,0.039329166790130335,0.28449099956136176,0.5316288133952553,0.4080599064783085
619,0.0019462861003394073,0.032334998459515596,0.37887754387795414,0.4370857118306298,0.40798162785429193
2032,0.0025169079285609452,0.0238924574947287,0.4899587444897359,0.3229643509815403,0.40646154773563814
650,0.0019233596925219958,0.03238537003268667,0.37441453040717493,0.4377666054741867,0.4060905679406808
1194,0.002270127307418466,0.027286881908530628,0.44191871810367,0.36884820692232423,0.4053834625129971
1536,0.0020889426891209026,0.029855979954848195,0.4066480643405494,0.40357578081546414,0.40511192257800677
1857,0.0020099823471027697,0.0309305650751036,0.3912770968130228,0.41810139778116456,0.40468924729709366
291,0.0017984970847582987,0.0338180626599147,0.3501079096367465,0.45713291154005814,0.4036204105884023
1365,0.00220090300208561,0.027999121067769854,0.42844303496715874,0.3784758418300387,0.4034594383985987
1352,0.0018405577237746763,0.03311581813587594,0.35829572519052527,0.44764037830078973,0.40296805174565753
852,0.0019777620227533913,0.03071286614167112,0.3850048651250327,0.41515867015421765,0.40008176763962516
488,0.0020606783416136226,0.0293797131352433,0.40114593052733266,0.3971378828168312,0.39914190667208194
1356,0.001927949526227414,0.03121816583127321,0.3753080192528353,0.421989017611758,0.39864851843229665
2208,0.0019432683913202036,0.030903614595337064,0.3782900957216246,0.41773709686283667,0.39801359629223065
1351,0.0019622685424584823,0.03040712125097376,0.38198879685057247,0.4110257884608305,0.3965072926557015
133,0.0020016405637824372,0.029776706190687174,0.3896532274469422,0.402504204155852,0.3960787158013971
656,0.001724240597428958,0.03376370093323342,0.33565262706989324,0.45639808132095117,0.3960253541954222
276,0.0014754664998276532,0.03718519786405141,0.2872245367376446,0.502647887808658,0.3949362122731513
1025,0.0017602841676266578,0.03308172909149029,0.34266911829732155,0.44717958241581135,0.3949243503565665
987,0.0017519773166999218,0.03318425500583813,0.34105204911312853,0.4485654681244474,0.39480875861878795
134,0.0017363570368028527,0.03292220148924589,0.3380112971491415,0.44502318102705213,0.3915172390880968
1215,0.0019678011658791827,0.029437162436376008,0.3830658156775944,0.39791444907246903,0.3904901323750317
1190,0.0018721137399653205,0.030704424797493555,0.3644386380473757,0.41504456497084247,0.3897416015091091
986,0.0017013996259028377,0.03285405531371183,0.33120624521981806,0.44410202064168414,0.3876541329307511
645,0.0017359478383813937,0.03215140047925833,0.33793163974787144,0.4346039410647556,0.38626779040631354
293,0.0014428450389647827,0.03625693758767719,0.2808742170352741,0.4901002050193389,0.3854872110273065
1713,0.0018982735199130599,0.029449163301280633,0.36953108215066494,0.39807666978777195,0.38380387596921844
2006,0.0017138678015069658,0.032098463348280454,0.3336333867118666,0.43388836770220524,0.3837608772070359
30,0.0016444428594124252,0.03308101865044781,0.3201186462325189,0.4471699790868007,0.3836443126596598
1009,0.0016148603602714508,0.03349831836792846,0.31435991188490703,0.4528107940783373,0.38358535298162216
642,0.001898534235138552,0.029353671250311013,0.36958183478372786,0.3967858637552781,0.383183849269503
2429,0.001907782654865504,0.02882626636380865,0.3713821962774923,0.38965671109648153,0.3805194536869869
483,0.0017809698367284297,0.030521341610255447,0.3466959340369935,0.41256975287773595,0.3796328434573647
14,0.001779719708891048,0.030490966046519574,0.3464525754863272,0.4121591536654189,0.379305864575873
1725,0.0018657713035227367,0.02918022801196029,0.3632039754039189,0.3944413588872277,0.37882266714557333
1219,0.0018393621826007,0.02933518334318408,0.3580629928581502,0.39653595497433436,0.3772994739162423
1736,0.0018654477910890106,0.02883357615747497,0.36314099823099316,0.38975552063785135,0.3764482594344223
1353,0.0018171909210741935,0.029421479584455894,0.3537469813990057,0.3977024573971449,0.3757247193980753
463,0.0015019142440493303,0.03387621495612909,0.2923730379626566,0.4579189804745371,0.37514600921859687
631,0.0017872399576827477,0.02975219413905001,0.347916519246216,0.4021728644914424,0.3750446918688292
253,0.0017879006284062411,0.0297343302181527,0.34804512998899717,0.4019313903936081,0.3749882601913026
255,0.0015622963241104506,0.032947156406642565,0.3041274322337814,0.445360507093347,0.3747439696635642
490,0.0017105532855086901,0.030773071588536673,0.3329881600515355,0.41597249238563844,0.37448032621858696
2252,0.0022046411205930484,0.02364466377434161,0.429170723028321,0.31961481951958104,0.374392771273951
2025,0.001956472596842152,0.02718589699667987,0.3808605178996092,0.3674831515896108,0.37417183474461
1564,0.001960414958756488,0.02705575960633772,0.3816279653981661,0.3657240299998975,0.3736759976990318
843,0.0015950155278599534,0.03230463117032788,0.3104967792440139,0.43667522446884444,0.3735860018564292
2231,0.0019015416147722787,0.02782098330297241,0.37016727215027756,0.3760678790825565,0.373117575616417
1209,0.001672599444093187,0.031066021537387533,0.32559980218691753,0.4199324194932441,0.3727661108400808
998,0.0012616175539962324,0.03691998729723368,0.24559521854882893,0.49906292554160653,0.3723290720452177
2418,0.001615923580677762,0.03166126999551711,0.31456688573940556,0.427978642113709,0.3712727639265573
2213,0.0017971421670483656,0.029031201876509875,0.34984415196308966,0.39242691022175874,0.3711355310924242
46,0.001957841114359918,0.026466911048262442,0.38112692300613216,0.35776431750790477,0.36944562025701844
2238,0.0016136311164304915,0.03138416893498684,0.31412061875775144,0.42423295106496695,0.3691767849113592
28,0.0016256696173518796,0.031204910833035646,0.3164641167975682,0.42180984425112733,0.36913698052434774
822,0.0016054116284261446,0.03139936355886303,0.31252055624562736,0.4244383431574156,0.36847944970152147
1230,0.0021734855862663065,0.023143573259084393,0.4231057707472238,0.31284136923391004,0.3679735699905669
1350,0.0015969402357333717,0.03143746320445783,0.3108714562206599,0.42495335201805146,0.36791240411935566
820,0.00163362799281452,0.030908038097089325,0.31801334933230085,0.4177968911880039,0.3679051202601524
153,0.0021001527749877694,0.024138138487463476,0.40883029736330945,0.32628532381929015,0.36755781059129977
2201,0.0017512309001286343,0.02874690787904562,0.34090674648922864,0.3885839892330221,0.3647453678611254
55,0.0017116920952065548,0.02922482650452104,0.33320984864151004,0.3950442153831664,0.3641270320123382
1359,0.0017250488052146754,0.028972692126034635,0.33580995839992855,0.3916360094283809,0.3637229839141547
2419,0.0017768835388919867,0.027936437880553593,0.34590046697408056,0.3776285269449449,0.36176449695951274
2009,0.0017429791117815733,0.028386812153832,0.33930039616848706,0.3837164245544828,0.36150841036148496
249,0.0015017706125716392,0.03185308408655801,0.292345077663561,0.43057147348887437,0.3614582755762177
2014,0.0019097890827786564,0.025939358016339967,0.37177278144355336,0.3506331623054407,0.361202971874497
2055,0.00207497630187436,0.023533698359530866,0.40392927058463873,0.3181148535498328,0.36102206206723575
633,0.001801874451982539,0.027347078289649142,0.3507653713524064,0.36966190660824677,0.36021363898032654
818,0.0015354322602946621,0.030873228744375345,0.298897887350667,0.4173263585937809,0.35811212297222395
1859,0.0018018975868620815,0.027010699517324002,0.35076987494842826,0.365114933911448,0.35794240442993813
1877,0.0018278889240616102,0.026540657883443446,0.3558295288187117,0.35876118435454163,0.3572953565866267
473,0.0015049458395058808,0.031144118957147183,0.2929631893491404,0.4209880950130844,0.3569756421811124
2417,0.00172956994171943,0.027824328959999093,0.3366900741723012,0.37611310372930823,0.3564015889508047
143,0.0016998346675004845,0.028193970905960597,0.33090159956898013,0.381109708670401,0.35600565411969054
123,0.0019217332257256319,0.024961226825649944,0.37409791110598484,0.3374113534879216,0.35575463229695325
290,0.0012568734141647378,0.03430772919949734,0.24467169140302195,0.46375193916367424,0.3542118152833481
475,0.001354439613765323,0.03285609231849466,0.26366460414269044,0.44412955568816387,0.3538970799154272
278,0.0013755990279233352,0.03243216938021455,0.26778364237899394,0.4383992118481454,0.35309142711356967
1244,0.0017150536422018432,0.02738431113054379,0.3338642306817369,0.37016519850684665,0.3520147145942918
603,0.0013100471329088189,0.03320505507437842,0.2550228560920681,0.44884663135924513,0.3519347437256566
282,0.001261154054763814,0.03386836992554849,0.24550499057528619,0.45781293591170996,0.3516589632434981
2200,0.0016998436001364275,0.027497579799297824,0.3309033384578135,0.37169629852444674,0.3512998184911301
662,0.0016972702701246152,0.02750435784198748,0.3304023961994822,0.3717879201652375,0.3510951581823598
441,0.001552656339785628,0.029452816449094105,0.3022508460610836,0.3981260509162255,0.35018844848865455
273,0.0014346053111790851,0.031152642183110285,0.27927021450701084,0.42110330702683596,0.3501867607669234
312,0.0010943288508641616,0.03599255788813418,0.2130296399578118,0.48652647393309795,0.3497780569454549
294,0.0013343815686865756,0.03235348592506929,0.2597599660460078,0.4373356146426432,0.3485477903443255
132,0.001643222276266812,0.02790567602194792,0.31988103905635495,0.37721270602314316,0.34854687253974903
41,0.0014653886552825344,0.03043669760324602,0.2852627136592325,0.411425584397189,0.34834414902821076
481,0.001352887971956661,0.03183828210469703,0.26336255079229054,0.4303713889029323,0.34686696984761145
358,0.0011642565865887526,0.034451630316845096,0.22664225773053265,0.4656971108137647,0.34616968427214867
990,0.0017085702523154853,0.026610963018369654,0.3326021290638308,0.3597115282979021,0.34615682868086645
2005,0.0016859475051143808,0.026870223525954175,0.3281982282735864,0.36321606112319443,0.3457071446983904
1715,0.0016786049500240338,0.026906182869641148,0.3267688756013693,0.36370213862686473,0.345235507114117
1212,0.001392142292955137,0.030951701458854366,0.2710040690274081,0.41838710712946703,0.3446955880784376
1875,0.0016850426720230738,0.026649666667982318,0.32802208719176185,0.360234701733725,0.34412839446274346
2007,0.0018314838434955302,0.024528931588730925,0.35652934075557197,0.3315678377819811,0.3440485892687766
873,0.0013155691848295975,0.031805131304725315,0.256097816997634,0.42992327566051064,0.34301054632907235
977,0.001559554274131564,0.02814291421062102,0.3035936457770986,0.3804195539436531,0.34200659986037585
464,0.001469298136990647,0.029430085789108558,0.28602376046892164,0.39781879106858387,0.34192127576875275
1541,0.001557830670104733,0.02814881360197432,0.30325811706927397,0.3804992984864665,0.3418787077778702
1051,0.0016825662232177708,0.02628160132580074,0.3275400045006667,0.35525940840600023,0.3413997064533335
365,0.001460369151464203,0.02939902389226065,0.28428558225093453,0.3973989144042452,0.34084224832758986
1360,0.0016521216525754586,0.026609375190741517,0.3216134533387555,0.3596900649670788,0.3406517591529171
1367,0.0014424628575168293,0.029597079271156578,0.2807998189453473,0.40007611188037917,0.3404379654128632
190,0.0018531787331969053,0.023520779831552048,0.3607526183730439,0.3179402283985592,0.33934642338580157
1540,0.0015507501707708548,0.027864933244671826,0.3018797779871722,0.3766619688449746,0.3392708734160734
142,0.0015491469884110958,0.027831668288636646,0.3015676913958185,0.37621231250724957,0.33889000195153407
2012,0.0016189842147097103,0.026766426390518364,0.31516268997627067,0.36181299178689175,0.33848784088158124
